344:['242', '193', '219', '1153', '832', '368', '794', '323', '231', '1240']
36:['377', '32', '327', '432', '384', '526', '26', '512', '1444', '237']
35:['302', '387', '486', '98', '796', '201', '338', '209', '648', '832']
34:['88', '201', '20', '219', '526', '403', '111', '496', '317', '272']
641:['377', '265', '118', '546', '304', '416', '25', '294', '174', '177']
640:['257', '796', '288', '427', '1049', '165', '111', '275', '498', '294']
643:['526', '26', '232', '328', '485', '368', '164', '360', '554', '141']
642:['242', '785', '274', '486', '32', '327', '332', '526', '25', '209']
645:['392', '1', '796', '15', '366', '307', '815', '836', '273', '755']
644:['265', '451', '86', '1042', '118', '1', '4', '1444', '229', '518']
438:['222', '274', '1081', '16', '564', '288', '219', '54', '338', '25']
439:['86', '40', '95', '979', '196', '165', '480', '366', '625', '498']
436:['796', '4', '196', '690', '498', '208', '685', '317', '258', '48']
437:['302', '377', '546', '1081', '241', '332', '526', '690', '756', '164']
434:['377', '465', '86', '486', '194', '248', '154', '466', '794', '755']
435:['1081', '241', '498', '485', '1336', '452', '347', '623', '146', '189']
432:['346', '465', '1014', '29', '392', '95', '919', '518', '21', '245']
433:['222', '40', '1042', '332', '512', '248', '403', '307', '756', '117']
430:['346', '465', '219', '518', '403', '208', '132', '21', '832', '1147']
431:['377', '16', '201', '181', '288', '919', '54', '685', '151', '195']
339:['246', '919', '512', '625', '96', '140', '559', '755', '688', '746']
338:['165', '54', '338', '648', '832', '195', '385', '504', '466', '117']
335:['451', '392', '564', '232', '518', '403', '338', '1016', '1153', '132']
334:['144', '1081', '796', '241', '332', '1147', '323', '452', '106', '1028']
337:['1014', '1184', '193', '603', '1137', '288', '512', '690', '338', '275']
336:['474', '486', '979', '322', '143', '219', '1049', '518', '815', '419']
331:['51', '474', '265', '451', '222', '29', '979', '919', '789', '815']
330:['392', '1137', '322', '288', '248', '382', '96', '264', '14', '719']
333:['29', '274', '392', '234', '679', '384', '232', '5', '1147', '368']
332:['51', '465', '785', '277', '16', '4', '384', '512', '690', '268']
744:['86', '327', '1137', '241', '4', '181', '919', '5', '21', '14']
745:['29', '144', '1137', '423', '248', '485', '955', '1267', '220', '255']
854:['29', '564', '327', '143', '836', '323', '443', '755', '65', '401']
818:['603', '304', '1137', '679', '403', '382', '294', '496', '485', '815']
856:['51', '246', '201', '432', '143', '132', '789', '405', '172', '10']
857:['257', '222', '1184', '32', '16', '327', '201', '181', '1049', '518']
850:['265', '40', '1042', '246', '193', '194', '327', '100', '384', '288']
851:['465', '118', '546', '143', '20', '526', '512', '382', '151', '514']
852:['265', '486', '234', '32', '332', '322', '143', '26', '1049', '5']
819:['451', '86', '1014', '387', '392', '277', '432', '196', '219', '294']
858:['51', '86', '1184', '193', '332', '512', '154', '1153', '151', '21']
859:['474', '1042', '246', '384', '143', '26', '232', '690', '209', '208']
748:['274', '1042', '277', '246', '98', '20', '919', '248', '111', '275']
6:['768', '1444', '1153', '832', '756', '1035', '61', '360', '347', '813']
900:['265', '1014', '29', '785', '1042', '144', '234', '603', '796', '201']
99:['242', '498', '140', '419', '794', '231', '298', '455', '568', '842']
98:['1', '234', '4', '143', '15', '5', '275', '685', '174', '135']
844:['1081', '332', '1049', '264', '272', '466', '755', '520', '189', '160']
91:['242', '86', '1184', '95', '332', '1153', '496', '96', '21', '1211']
90:['1014', '277', '16', '332', '181', '229', '789', '200', '281', '1079']
93:['392', '526', '1153', '209', '514', '789', '195', '1134', '419', '504']
92:['302', '194', '427', '750', '264', '1035', '719', '520', '33', '522']
95:['29', '4', '332', '1049', '165', '245', '1240', '930', '220', '235']
94:['515', '237', '1016', '307', '485', '1134', '836', '106', '623', '321']
97:['51', '118', '327', '1444', '54', '498', '294', '789', '836', '272']
96:['242', '392', '95', '603', '327', '332', '143', '26', '232', '1049']
814:['302', '465', '144', '95', '304', '4', '679', '384', '919', '15']
815:['1042', '118', '201', '368', '323', '164', '755', '408', '235', '688']
740:['40', '274', '144', '603', '1137', '432', '181', '514', '836', '272']
741:['302', '1014', '332', '100', '366', '338', '382', '750', '140', '368']
742:['86', '1184', '392', '234', '1081', '979', '196', '919', '232', '690']
743:['86', '257', '387', '193', '1081', '304', '201', '196', '26', '512']
559:['302', '465', '29', '304', '679', '232', '366', '403', '485', '272']
558:['387', '546', '246', '423', '512', '690', '54', '209', '514', '658']
746:['16', '432', '20', '690', '480', '625', '1016', '382', '200', '272']
747:['1184', '1137', '328', '151', '815', '955', '281', '944', '171', '334']
555:['1042', '1081', '1137', '515', '1444', '366', '403', '625', '648', '298']
554:['465', '234', '193', '241', '384', '20', '154', '23', '685', '789']
557:['451', '274', '384', '232', '403', '328', '132', '787', '559', '177']
556:['474', '86', '785', '246', '100', '480', '403', '111', '498', '23']
551:['526', '1049', '21', '832', '750', '1147', '379', '231', '930', '61']
550:['86', '387', '144', '768', '16', '248', '5', '625', '498', '23']
553:['222', '546', '322', '20', '512', '5', '54', '208', '815', '117']
552:['277', '193', '1081', '603', '416', '1016', '498', '245', '140', '787']
238:['785', '274', '1', '95', '234', '796', '919', '427', '54', '209']
239:['40', '29', '1184', '196', '15', '480', '1016', '750', '1211', '787']
234:['346', '201', '1444', '366', '298', '1217', '930', '1028', '554', '695']
235:['785', '274', '88', '679', '111', '25', '23', '930', '220', '228']
236:['302', '451', '257', '1081', '603', '416', '25', '789', '485', '1134']
237:['302', '265', '29', '274', '1042', '1', '1081', '1137', '518', '625']
230:['346', '29', '785', '246', '32', '327', '332', '232', '111', '275']
231:['40', '486', '246', '564', '241', '679', '526', '26', '232', '1049']
232:['1184', '768', '979', '201', '480', '518', '1016', '756', '273', '794']
233:['377', '51', '346', '274', '322', '526', '416', '165', '1444', '54']
1:['474', '465', '785', '1137', '322', '515', '416', '518', '1147', '368']
614:['302', '222', '1184', '768', '16', '384', '143', '515', '526', '26']
146:['242', '387', '234', '32', '16', '111', '151', '135', '117', '231']
147:['465', '1014', '1042', '277', '100', '432', '403', '648', '385', '245']
144:['222', '29', '1042', '16', '919', '427', '229', '366', '154', '317']
145:['785', '32', '432', '384', '1049', '416', '1016', '1079', '568', '68']
142:['1014', '40', '1', '304', '1137', '241', '690', '54', '685', '132']
143:['346', '387', '1184', '546', '95', '564', '100', '143', '427', '237']
140:['234', '98', '194', '979', '201', '366', '518', '498', '151', '648']
141:['29', '144', '234', '603', '796', '1137', '241', '432', '423', '200']
612:['242', '302', '474', '1014', '486', '144', '32', '416', '209', '648']
613:['377', '327', '241', '100', '143', '526', '5', '366', '382', '200']
610:['265', '132', '514', '794', '1035', '452', '220', '280', '228', '1098']
611:['474', '327', '1137', '432', '322', '196', '248', '264', '140', '419']
616:['277', '248', '21', '1211', '117', '559', '1240', '298', '1217', '216']
617:['451', '274', '322', '232', '111', '25', '382', '208', '328', '135']
148:['242', '40', '387', '274', '88', '32', '512', '15', '1444', '237']
149:['785', '387', '392', '143', '416', '54', '366', '154', '382', '1147']
912:['86', '40', '387', '486', '768', '603', '241', '332', '432', '1049']
942:['346', '194', '564', '100', '679', '111', '382', '658', '140', '815']
943:['302', '40', '979', '165', '1444', '21', '466', '177', '1035', '455']
940:['392', '1', '1444', '21', '419', '794', '673', '930', '202', '790']
941:['486', '546', '979', '432', '423', '288', '54', '307', '648', '832']
768:['785', '95', '277', '603', '294', '479', '298', '443', '1217', '1267']
689:['346', '1042', '392', '1137', '26', '1049', '165', '248', '685', '195']
688:['242', '88', '201', '241', '518', '625', '498', '132', '151', '317']
685:['257', '29', '392', '277', '246', '193', '304', '100', '143', '26']
684:['327', '322', '427', '1049', '416', '338', '96', '307', '245', '1147']
687:['1014', '387', '201', '4', '322', '384', '427', '789', '317', '272']
686:['1042', '118', '1081', '1016', '294', '496', '648', '245', '379', '273']
681:['40', '392', '144', '796', '564', '384', '515', '919', '512', '366']
680:['222', '246', '1081', '1137', '427', '237', '485', '504', '794', '231']
683:['242', '474', '274', '392', '88', '1081', '979', '241', '196', '165']
682:['387', '1042', '1184', '322', '919', '512', '140', '1134', '137', '178']
623:['1014', '392', '1081', '979', '196', '248', '273', '443', '755', '61']
622:['377', '603', '919', '232', '518', '1153', '382', '208', '368', '14']
133:['451', '193', '88', '1049', '248', '209', '208', '832', '514', '471']
132:['377', '451', '387', '332', '384', '20', '427', '366', '1016', '1153']
131:['327', '432', '288', '26', '229', '237', '154', '789', '955', '2']
130:['51', '1081', '919', '25', '832', '317', '955', '61', '106', '1091']
137:['242', '465', '40', '392', '1049', '1444', '154', '1153', '23', '200']
136:['474', '40', '387', '234', '603', '304', '679', '427', '512', '385']
135:['474', '222', '785', '1042', '246', '304', '1137', '143', '416', '789']
134:['242', '346', '257', '486', '246', '16', '241', '322', '232', '685']
494:['40', '29', '392', '144', '277', '515', '219', '919', '232', '416']
495:['1042', '486', '118', '100', '515', '20', '919', '26', '366', '625']
139:['4', '322', '219', '403', '1153', '498', '208', '832', '195', '200']
138:['40', '29', '387', '384', '789', '317', '750', '815', '368', '405']
490:['346', '465', '451', '1014', '32', '327', '201', '432', '229', '832']
491:['98', '193', '512', '690', '111', '195', '200', '264', '658', '504']
492:['377', '265', '222', '274', '194', '16', '564', '1137', '679', '515']
493:['144', '16', '4', '384', '219', '427', '15', '1444', '471', '272']
24:['1184', '328', '832', '272', '756', '419', '137', '77', '202', '1098']
25:['346', '387', '1137', '423', '219', '1049', '165', '248', '54', '1016']
26:['242', '346', '465', '785', '486', '564', '384', '143', '229', '366']
27:['302', '1', '768', '512', '690', '54', '1153', '382', '419', '273']
20:['242', '51', '546', '332', '384', '515', '518', '275', '1153', '385']
21:['474', '785', '193', '20', '416', '690', '403', '23', '368', '755']
22:['1014', '1042', '768', '304', '919', '248', '366', '496', '164', '1079']
23:['51', '392', '796', '5', '1016', '1153', '1211', '268', '1240', '61']
927:['377', '51', '486', '277', '603', '4', '14', '559', '1336', '1217']
28:['274', '768', '526', '248', '237', '518', '403', '498', '208', '485']
29:['242', '1042', '234', '201', '1137', '4', '181', '338', '25', '1016']
820:['265', '768', '432', '143', '423', '518', '1153', '200', '164', '281']
407:['465', '451', '86', '768', '16', '1049', '789', '471', '140', '379']
406:['307', '658', '836', '748', '842', '334', '141', '767', '66', '350']
405:['118', '246', '1081', '332', '15', '1049', '248', '154', '272', '14']
404:['4', '322', '181', '423', '20', '427', '165', '498', '208', '648']
403:['796', '322', '427', '248', '209', '368', '1211', '419', '137', '673']
402:['1042', '88', '690', '366', '518', '21', '317', '195', '750', '1211']
401:['346', '40', '29', '277', '423', '526', '208', '496', '132', '307']
400:['346', '387', '1042', '392', '1081', '679', '219', '366', '403', '209']
933:['465', '86', '40', '246', '512', '15', '1211', '836', '756', '419']
932:['387', '546', '564', '322', '143', '919', '366', '23', '685', '1267']
931:['51', '274', '486', '432', '15', '132', '789', '658', '117', '794']
930:['377', '346', '451', '486', '118', '277', '246', '384', '232', '1444']
937:['265', '1184', '234', '194', '796', '322', '679', '143', '526', '403']
629:['377', '257', '486', '246', '603', '564', '219', '237', '480', '154']
409:['242', '277', '979', '143', '219', '416', '54', '294', '307', '317']
408:['29', '679', '515', '20', '248', '237', '480', '54', '338', '1016']
628:['265', '1184', '32', '16', '26', '427', '248', '111', '195', '419']
758:['265', '1042', '277', '246', '327', '1049', '165', '317', '836', '504']
379:['377', '40', '29', '564', '15', '690', '366', '209', '955', '77']
378:['785', '322', '919', '480', '789', '750', '452', '228', '1098', '178']
829:['51', '29', '1184', '118', '277', '241', '54', '96', '385', '750']
828:['486', '1', '603', '32', '979', '432', '181', '919', '229', '132']
371:['242', '377', '346', '392', '16', '241', '515', '288', '219', '232']
370:['465', '86', '277', '194', '384', '237', '23', '264', '1134', '231']
373:['40', '1042', '546', '304', '564', '201', '1137', '237', '368', '466']
372:['346', '194', '384', '15', '416', '248', '685', '151', '195', '479']
375:['346', '86', '144', '118', '679', '384', '919', '512', '416', '518']
374:['474', '246', '327', '1137', '332', '338', '485', '1336', '61', '10']
377:['302', '474', '257', '274', '768', '979', '327', '322', '679', '232']
376:['1', '4', '512', '690', '498', '496', '200', '172', '360', '476']
708:['51', '451', '486', '979', '201', '219', '625', '154', '1147', '379']
709:['346', '603', '54', '151', '1147', '471', '466', '1091', '842', '468']
704:['377', '51', '346', '546', '196', '20', '288', '294', '328', '132']
705:['86', '768', '1081', '1049', '1444', '480', '479', '77', '408', '106']
706:['346', '387', '486', '277', '679', '26', '165', '625', '379', '479']
707:['392', '432', '143', '919', '328', '307', '21', '756', '268', '323']
700:['242', '451', '29', '785', '1042', '1184', '277', '234', '564', '1137']
618:['29', '768', '564', '201', '1137', '26', '232', '248', '480', '366']
702:['242', '302', '265', '40', '785', '1184', '246', '194', '201', '26']
703:['274', '246', '979', '219', '526', '690', '480', '403', '625', '1016']
393:['387', '796', '229', '23', '368', '177', '231', '1267', '171', '146']
392:['1081', '201', '1137', '432', '232', '427', '15', '1444', '275', '836']
88:['246', '327', '100', '322', '679', '423', '20', '526', '1049', '275']
89:['1184', '95', '234', '526', '232', '5', '54', '307', '21', '514']
397:['451', '1014', '32', '229', '496', '471', '379', '815', '1134', '836']
396:['346', '474', '1042', '1081', '796', '32', '304', '241', '248', '275']
395:['242', '387', '95', '1081', '796', '241', '26', '232', '165', '96']
394:['465', '451', '785', '234', '1081', '304', '512', '25', '1016', '1153']
82:['51', '465', '1081', '796', '979', '515', '526', '625', '750', '471']
83:['302', '257', '194', '796', '332', '515', '5', '366', '209', '648']
80:['465', '29', '277', '515', '690', '498', '382', '328', '245', '1211']
81:['1081', '4', '384', '5', '1016', '117', '323', '1267', '216', '48']
86:['302', '265', '257', '1184', '1081', '515', '690', '111', '625', '195']
87:['768', '750', '245', '379', '756', '455', '133', '191', '751', '678']
84:['302', '785', '20', '690', '1016', '154', '832', '177', '281', '1240']
85:['242', '118', '32', '384', '96', '832', '323', '177', '455', '930']
797:['302', '392', '194', '1081', '241', '679', '288', '26', '232', '5']
796:['201', '20', '264', '135', '379', '137', '1267', '347', '1018', '141']
795:['474', '387', '277', '194', '603', '796', '16', '979', '1137', '332']
794:['451', '222', '274', '144', '234', '194', '32', '201', '919', '1444']
793:['474', '465', '1042', '144', '546', '768', '194', '196', '143', '515']
792:['451', '1014', '274', '194', '16', '304', '679', '219', '382', '496']
791:['387', '423', '165', '25', '96', '151', '140', '1211', '14', '268']
790:['346', '257', '603', '20', '26', '21', '832', '789', '719', '452']
799:['242', '465', '86', '29', '392', '16', '322', '196', '679', '20']
798:['304', '4', '332', '919', '248', '237', '338', '750', '135', '471']
7:['486', '95', '768', '20', '512', '248', '832', '815', '756', '1336']
601:['474', '1184', '979', '332', '423', '690', '54', '1153', '685', '264']
607:['465', '451', '201', '690', '366', '25', '154', '208', '685', '648']
586:['392', '95', '201', '690', '248', '366', '111', '625', '1016', '275']
587:['1014', '392', '246', '98', '1081', '979', '143', '23', '132', '832']
584:['1', '98', '232', '275', '1153', '245', '280', '202', '214', '813']
585:['265', '29', '16', '241', '143', '1049', '366', '111', '96', '151']
582:['242', '1184', '432', '165', '248', '209', '96', '648', '245', '836']
583:['474', '86', '29', '1184', '486', '118', '1137', '432', '515', '219']
580:['387', '1184', '234', '246', '88', '679', '526', '26', '512', '248']
581:['242', '265', '98', '789', '195', '245', '1217', '790', '1091', '1018']
588:['785', '1184', '546', '193', '304', '979', '248', '1016', '368', '452']
589:['234', '241', '317', '195', '245', '1211', '172', '48', '214', '1028']
245:['392', '98', '564', '20', '288', '165', '5', '403', '419', '298']
244:['257', '785', '603', '480', '1153', '498', '485', '750', '836', '787']
247:['1042', '98', '1137', '241', '20', '526', '427', '480', '403', '625']
246:['1184', '392', '277', '32', '4', '54', '648', '48', '476', '220']
241:['474', '219', '15', '403', '1153', '496', '132', '174', '955', '1267']
240:['465', '40', '144', '480', '154', '275', '208', '174', '151', '200']
243:['40', '392', '95', '181', '466', '164', '755', '748', '1091', '554']
242:['302', '257', '304', '4', '515', '498', '382', '471', '443', '1217']
615:['474', '465', '486', '768', '796', '979', '143', '288', '219', '648']
249:['51', '474', '392', '486', '277', '16', '20', '26', '132', '832']
248:['346', '796', '1137', '26', '248', '338', '132', '789', '1147', '836']
924:['242', '257', '234', '246', '304', '384', '423', '5', '54', '338']
925:['277', '564', '201', '1137', '432', '515', '919', '685', '132', '750']
519:['302', '465', '40', '785', '979', '201', '432', '322', '111', '23']
518:['86', '1137', '515', '416', '1444', '54', '498', '272', '298', '258']
926:['346', '1184', '1081', '201', '384', '15', '1153', '23', '514', '485']
511:['526', '366', '111', '1153', '498', '787', '955', '1217', '719', '216']
510:['302', '474', '465', '222', '40', '1', '98', '1081', '304', '979']
513:['377', '768', '193', '322', '512', '416', '165', '5', '366', '1016']
512:['377', '474', '222', '100', '196', '416', '403', '294', '466', '117']
515:['486', '118', '98', '16', '100', '229', '366', '25', '209', '685']
514:['1184', '338', '815', '756', '273', '719', '220', '813', '484', '271']
517:['302', '768', '603', '16', '332', '919', '232', '416', '54', '685']
516:['377', '274', '304', '322', '219', '919', '232', '15', '690', '382']
458:['486', '95', '979', '26', '232', '264', '140', '1134', '323', '673']
459:['384', '423', '288', '427', '237', '496', '151', '379', '756', '787']
621:['465', '1014', '194', '327', '332', '1049', '248', '496', '132', '485']
620:['377', '346', '29', '277', '919', '1444', '366', '1016', '96', '307']
627:['332', '382', '264', '379', '756', '794', '443', '408', '178', '10']
626:['346', '474', '465', '387', '118', '194', '515', '1444', '648', '317']
625:['242', '465', '40', '1042', '1', '98', '427', '512', '625', '648']
624:['387', '234', '603', '304', '423', '174', '96', '172', '719', '334']
450:['368', '1134', '14', '268', '298', '452', '554', '903', '250', '217']
451:['768', '193', '1137', '196', '423', '20', '366', '1016', '685', '750']
452:['40', '29', '95', '368', '177', '748', '65', '68', '56', '11']
453:['377', '86', '222', '486', '603', '1137', '382', '264', '408', '339']
454:['1184', '564', '288', '151', '264', '1134', '673', '1267', '930', '476']
455:['346', '1184', '392', '486', '979', '332', '919', '685', '21', '832']
456:['51', '40', '785', '387', '144', '768', '1137', '416', '165', '5']
457:['387', '327', '515', '382', '789', '317', '245', '2', '281', '1035']
179:['486', '88', '515', '5', '366', '1153', '498', '832', '385', '1079']
178:['768', '796', '384', '919', '512', '5', '338', '498', '137', '755']
177:['1184', '118', '768', '277', '88', '1137', '679', '20', '219', '1049']
176:['118', '796', '4', '20', '232', '1049', '518', '625', '307', '21']
175:['302', '40', '194', '174', '789', '140', '466', '443', '1267', '216']
174:['302', '346', '1184', '486', '144', '1137', '181', '625', '338', '96']
173:['451', '392', '95', '277', '246', '201', '196', '26', '229', '403']
172:['465', '86', '387', '768', '32', '304', '241', '515', '919', '54']
171:['265', '451', '98', '194', '16', '332', '196', '416', '165', '208']
170:['222', '274', '144', '98', '193', '327', '423', '219', '165', '5']
656:['257', '32', '16', '1137', '248', '237', '518', '96', '368', '405']
657:['392', '144', '246', '1081', '432', '416', '248', '480', '403', '485']
654:['387', '1042', '1147', '140', '478', '688', '344', '872', '520', '501']
182:['346', '465', '86', '1014', '526', '54', '294', '151', '832', '658']
183:['40', '546', '277', '98', '304', '327', '248', '403', '338', '685']
180:['242', '265', '1184', '486', '219', '232', '1049', '317', '14', '323']
181:['377', '486', '194', '241', '679', '219', '132', '200', '750', '836']
186:['222', '193', '796', '196', '423', '20', '328', '648', '317', '368']
187:['1042', '144', '1', '194', '32', '15', '229', '237', '419', '576']
184:['302', '232', '518', '111', '245', '273', '1035', '48', '1098', '944']
185:['234', '1137', '4', '1049', '307', '368', '272', '756', '794', '673']
886:['465', '40', '392', '796', '416', '382', '140', '479', '504', '258']
652:['768', '234', '1081', '100', '366', '273', '794', '2', '258', '1217']
188:['86', '387', '1081', '1137', '219', '248', '648', '789', '836', '272']
