344:['1536', '1367', '1500', '1512', '1449', '1599', '1463', '1642', '320', '483']
273:['1463', '1449', '1536', '1398', '851', '1645', '169', '868', '1122', '1194']
274:['242', '474', '603', '165', '498', '209', '174', '135', '61', '48']
275:['1463', '1536', '1367', '1449', '1512', '1398', '1158', '272', '1466', '1599']
276:['114', '1500', '1367', '1158', '1524', '1536', '1639', '1449', '1642', '1467']
277:['1367', '1449', '1524', '1536', '113', '318', '1122', '1500', '1599', '1645']
278:['246', '512', '480', '272', '178', '189', '64', '197', '626', '543']
279:['1597', '1203', '867', '1449', '1643', '251', '318', '923', '838', '1642']
738:['1463', '1536', '1367', '1158', '1639', '1449', '1512', '1500', '1398', '1154']
524:['1645', '1449', '1592', '641', '1251', '1499', '1599', '851', '1104', '1536']
525:['1536', '1499', '1449', '1367', '851', '958', '1463', '641', '1169', '1599']
526:['884', '1463', '906', '115', '119', '1512', '1536', '178', '1064', '253']
527:['1449', '1536', '1512', '1398', '851', '1642', '1499', '1599', '1367', '119']
520:['1449', '1645', '1500', '1251', '1286', '641', '1122', '1467', '1499', '474']
521:['1536', '1367', '1599', '1463', '1500', '1499', '1449', '1398', '958', '1158']
522:['272', '408', '923', '114', '1142', '320', '1500', '1367', '1158', '1536']
523:['302', '474', '144', '98', '603', '515', '480', '496', '132', '174']
599:['302', '98', '427', '165', '132', '96', '195', '836', '272', '117']
528:['1500', '1463', '1449', '1536', '1512', '1467', '1367', '884', '1398', '513']
529:['165', '408', '189', '923', '488', '1019', '113', '1021', '320', '607']
449:['428', '865', '1368', '1449', '851', '1664', '1636', '1558', '1651', '1599']
448:['1449', '1664', '1536', '1636', '851', '1499', '1398', '543', '793', '1500']
443:['480', '272', '64', '114', '835', '113', '1262', '1069', '884', '1328']
442:['1536', '1512', '1500', '1449', '1367', '1467', '1639', '1398', '483', '119']
441:['408', '1367', '1449', '1599', '1536', '169', '1467', '1499', '1064', '1398']
440:['302', '23', '318', '709', '604', '315', '475', '611', '626', '707']
447:['1463', '1367', '1536', '1398', '1449', '1639', '272', '1599', '1158', '1500']
446:['1449', '1410', '913', '253', '1286', '1642', '1293', '1500', '318', '1193']
445:['1449', '1664', '1642', '865', '1368', '1636', '1062', '654', '909', '169']
444:['89', '641', '647', '793', '1169', '1306', '1500', '1367', '1158', '1405']
108:['1536', '1449', '1499', '1398', '1599', '1367', '1500', '114', '113', '169']
109:['1463', '1367', '1158', '1536', '1512', '313', '1019', '923', '1154', '1069']
102:['1467', '1536', '1449', '1367', '1500', '1398', '408', '169', '1599', '1122']
103:['1449', '1536', '1463', '1367', '1398', '851', '1158', '1466', '1599', '1500']
100:['1367', '1536', '1524', '1467', '114', '1158', '113', '1599', '318', '408']
101:['1463', '1449', '1367', '1536', '1398', '1639', '1467', '1158', '1500', '408']
106:['1367', '113', '1536', '1449', '1599', '1500', '1398', '114', '1467', '251']
107:['1512', '1129', '1449', '1242', '1536', '1467', '1368', '906', '506', '428']
104:['1449', '1536', '1512', '1398', '1664', '851', '1599', '1636', '1500', '1368']
105:['1463', '1642', '1367', '1536', '1169', '867', '909', '253', '906', '8']
902:['1639', '1449', '1642', '1174', '850', '1536', '1293', '954', '961', '1500']
903:['1500', '1367', '1449', '1536', '1642', '1643', '1122', '1450', '1398', '119']
39:['1462', '1160', '745', '867', '1169', '1131', '1495', '1143', '1449', '1536']
38:['302', '222', '32', '96', '272', '258', '408', '705', '169', '8']
906:['483', '835', '1500', '1463', '119', '1466', '1367', '1449', '1536', '1398']
907:['242', '302', '474', '265', '257', '246', '193', '194', '603', '196']
904:['1463', '1367', '1536', '1467', '1449', '1398', '114', '318', '1158', '1524']
905:['1536', '1449', '1367', '1398', '1500', '1463', '1467', '1639', '1599', '1158']
33:['318', '12', '718', '1203', '1500', '1463', '1367', '1449', '1536', '1398']
32:['1463', '1449', '1536', '1466', '1398', '113', '1131', '1367', '1368', '1599']
31:['1131', '1449', '1643', '1645', '1122', '1398', '1062', '1651', '361', '169']
30:['272', '483', '408', '169', '12', '923', '114', '718', '320', '867']
37:['169', '57', '316', '1463', '1368', '1449', '1536', '1398', '1512', '646']
36:['480', '272', '202', '318', '64', '357', '659', '113', '1218', '115']
35:['1463', '1500', '1536', '1449', '1398', '1599', '1467', '1512', '899', '1154']
34:['302', '474', '98', '603', '1137', '100', '498', '483', '408', '478']
641:['1466', '1367', '1449', '1536', '318', '1642', '1500', '488', '923', '1599']
640:['98', '603', '427', '480', '498', '479', '272', '172', '483', '408']
643:['1500', '1367', '1449', '1536', '1463', '1398', '320', '1512', '513', '1019']
642:['169', '12', '923', '513', '316', '1019', '481', '867', '1131', '1500']
645:['361', '1536', '1499', '851', '1642', '1367', '1599', '1449', '856', '814']
644:['302', '98', '165', '498', '209', '174', '96', '272', '483', '408']
438:['32', '515', '174', '479', '272', '172', '408', '520', '189', '705']
439:['272', '114', '793', '814', '1367', '1158', '1524', '1536', '1499', '851']
436:['318', '64', '963', '114', '1189', '1500', '1463', '1367', '1449', '1536']
437:['1449', '1536', '1398', '316', '1367', '1500', '1639', '1467', '1650', '169']
434:['272', '258', '812', '927', '835', '113', '313', '838', '1262', '1069']
435:['1536', '1449', '1367', '1467', '361', '134', '513', '1500', '1599', '408']
432:['272', '318', '1070', '1466', '1367', '1449', '1536', '1642', '1463', '113']
433:['1368', '1449', '1398', '1643', '1664', '865', '1599', '483', '1650', '1651']
430:['1367', '1536', '1203', '320', '923', '513', '1467', '1500', '718', '1639']
431:['1463', '1367', '1158', '1536', '1154', '963', '1467', '1500', '113', '408']
339:['114', '641', '1367', '1449', '1536', '1398', '1499', '851', '1645', '1642']
338:['1463', '1367', '1536', '1064', '1467', '1466', '1019', '1645', '1599', '1122']
335:['474', '603', '512', '154', '648', '135', '48', '360', '483', '178']
334:['1536', '1367', '1642', '1467', '114', '1449', '1599', '1169', '119', '814']
337:['132', '408', '318', '190', '923', '963', '114', '1019', '113', '313']
336:['1449', '1645', '1251', '851', '641', '1398', '1536', '1122', '868', '169']
331:['1499', '1536', '851', '718', '1500', '1367', '913', '1473', '1599', '641']
330:['474', '265', '246', '515', '165', '480', '23', '96', '317', '1147']
333:['1367', '1524', '1536', '1463', '1642', '923', '1431', '1639', '718', '1612']
332:['474', '193', '194', '603', '1137', '100', '515', '427', '512', '165']
744:['1536', '1467', '1367', '1449', '114', '251', '361', '318', '1628', '1500']
745:['1463', '1536', '1160', '1467', '705', '1367', '1203', '1158', '114', '1449']
854:['1449', '1536', '1500', '1639', '1642', '1643', '1398', '1367', '1122', '1467']
818:['320', '434', '1500', '1367', '1536', '1398', '1512', '1642', '1639', '1097']
856:['408', '1466', '1367', '1158', '1524', '1536', '1639', '607', '1195', '185']
857:['408', '1194', '1536', '1064', '1645', '1499', '1021', '1122', '1463', '1449']
850:['272', '408', '178', '813', '963', '114', '651', '113', '1278', '313']
851:['169', '1500', '1463', '1367', '1449', '1536', '1398', '1599', '1122', '1158']
852:['923', '320', '1500', '1367', '1449', '1536', '1642', '1639', '318', '612']
819:['98', '603', '483', '127', '171', '318', '64', '357', '191', '425']
858:['1642', '1449', '1599', '613', '1645', '1643', '493', '113', '856', '1367']
859:['135', '408', '178', '127', '134', '169', '315', '50', '187', '511']
748:['1536', '1449', '1500', '1122', '1398', '1367', '1639', '1643', '320', '1642']
6:['1449', '1643', '1536', '1500', '1367', '1639', '1642', '320', '1467', '1122']
900:['1367', '1536', '718', '1500', '1599', '1158', '1639', '114', '1467', '1473']
99:['1463', '1367', '1536', '1512', '1467', '119', '1169', '513', '1398', '178']
98:['1536', '1599', '793', '613', '701', '50', '42', '1499', '127', '851']
844:['1536', '1449', '1500', '1398', '1367', '1122', '169', '1512', '408', '1450']
91:['1021', '867', '1367', '1449', '113', '1398', '1645', '1463', '1536', '1458']
90:['408', '513', '114', '320', '1500', '1466', '1367', '1158', '1449', '1536']
93:['169', '1599', '867', '1449', '1251', '1645', '1431', '1122', '408', '814']
92:['1536', '1449', '1367', '1500', '114', '1398', '1599', '1524', '1467', '1158']
95:['1449', '1536', '1398', '169', '1467', '1500', '1463', '1367', '408', '1512']
94:['361', '1500', '1449', '1536', '1398', '1642', '1643', '1367', '1499', '851']
97:['302', '318', '315', '654', '867', '1495', '1367', '1449', '1591', '909']
96:['408', '1463', '1466', '1367', '1158', '1449', '1536', '1512', '1639', '1467']
814:['1463', '1536', '1449', '1398', '1512', '1367', '1500', '1599', '174', '1467']
815:['1158', '1449', '1536', '1639', '113', '1367', '1398', '1500', '694', '480']
740:['1449', '1536', '1512', '1467', '1500', '647', '1398', '1463', '1367', '119']
741:['1536', '1599', '1367', '1467', '1449', '1398', '1500', '119', '483', '1450']
742:['320', '1467', '408', '1367', '1122', '1500', '1449', '1599', '1398', '1536']
743:['1449', '1398', '1639', '1643', '1467', '1536', '1500', '316', '169', '1131']
559:['1500', '1449', '1643', '1639', '1558', '1431', '1398', '1642', '531', '718']
558:['178', '1463', '119', '1449', '1536', '1512', '1599', '1467', '906', '1169']
746:['1500', '1449', '1398', '1467', '1639', '1599', '1201', '1643', '1650', '1122']
747:['119', '1367', '1449', '1536', '1642', '1643', '1122', '361', '1064', '1651']
555:['474', '408', '513', '1500', '1463', '1167', '1367', '1449', '1536', '701']
554:['1463', '1367', '1536', '1158', '1019', '1500', '1449', '408', '113', '1398']
557:['408', '169', '867', '1104', '1500', '1463', '1536', '1398', '1599', '1467']
556:['100', '512', '480', '272', '483', '50', '168', '1099', '835', '316']
551:['408', '923', '963', '488', '1500', '1463', '1367', '1158', '1449', '1524']
550:['923', '963', '114', '1189', '1500', '1463', '1367', '1158', '1449', '1524']
553:['1463', '1449', '1536', '1499', '1500', '1367', '1467', '1512', '1599', '318']
552:['1449', '1367', '1500', '1536', '1467', '1398', '1463', '1599', '1122', '318']
238:['1367', '1499', '1500', '1159', '1536', '251', '113', '165', '513', '1203']
239:['315', '316', '718', '1131', '1500', '968', '1175', '1449', '1536', '1398']
234:['1367', '1536', '1398', '1466', '1524', '169', '1599', '272', '113', '1495']
235:['1500', '1449', '1639', '1467', '1642', '1536', '119', '1398', '64', '1643']
236:['1463', '1449', '1536', '1512', '1642', '253', '119', '475', '1122', '1500']
237:['1367', '1449', '1536', '1500', '1398', '1599', '1643', '1645', '1499', '320']
230:['1367', '1449', '1536', '1398', '1642', '1169', '1599', '1467', '718', '1500']
231:['1500', '1463', '1449', '1398', '1599', '1536', '1005', '1467', '169', '1233']
232:['1449', '1536', '1367', '1500', '1467', '1398', '169', '1599', '1639', '361']
233:['178', '59', '361', '884', '1500', '1463', '119', '1367', '1449', '1536']
1:['1449', '1536', '1463', '1500', '1512', '1367', '1642', '318', '1467', '1398']
614:['1449', '851', '1536', '1524', '1367', '1499', '1398', '1131', '1143', '814']
146:['718', '1449', '1398', '1642', '1639', '1650', '1643', '661', '1645', '1651']
147:['603', '165', '480', '272', '483', '408', '178', '318', '189', '64']
144:['1536', '1449', '1367', '169', '1599', '1463', '1398', '408', '1467', '1064']
145:['867', '1463', '1495', '1367', '1449', '1536', '1398', '1131', '1169', '1599']
142:['1449', '1536', '1398', '1500', '1512', '1467', '1080', '1019', '1367', '1645']
143:['474', '603', '100', '515', '512', '178', '56', '520', '64', '256']
140:['320', '1500', '1449', '1536', '1398', '408', '694', '913', '1558', '1122']
141:['1278', '6', '1463', '390', '1473', '1367', '1536', '1398', '1154', '899']
612:['1463', '1449', '1536', '1512', '1398', '1193', '169', '174', '745', '1367']
613:['835', '1500', '1463', '1367', '1449', '1536', '1398', '1512', '1599', '1467']
610:['320', '1643', '1367', '1639', '1642', '1294', '1650', '1122', '1500', '923']
611:['98', '603', '480', '132', '200', '483', '478', '127', '318', '64']
616:['1463', '1367', '1449', '1536', '1398', '1642', '1643', '867', '1122', '1650']
617:['1398', '1449', '408', '1594', '592', '1645', '1599', '1367', '1005', '209']
148:['1463', '1449', '1536', '1398', '1512', '1367', '1158', '1193', '626', '1636']
149:['320', '1418', '1536', '884', '1367', '960', '1122', '1643', '1512', '1449']
912:['1642', '1367', '115', '533', '613', '1524', '1643', '1138', '272', '1639']
942:['483', '12', '718', '1500', '1367', '1158', '1449', '1536', '1398', '1599']
943:['1500', '1536', '1449', '1467', '1367', '1499', '1203', '1137', '474', '1431']
940:['1367', '1536', '1158', '1463', '1524', '1449', '113', '1466', '408', '1398']
941:['272', '483', '318', '64', '923', '963', '114', '113', '1500', '1463']
768:['1463', '1367', '1536', '1449', '1599', '1398', '1500', '1466', '113', '1064']
689:['923', '488', '1019', '745', '481', '1069', '1189', '1268', '646', '1500']
688:['242', '474', '265', '465', '86', '257', '387', '274', '1042', '392']
685:['1628', '1512', '1062', '1639', '1462', '56', '1449', '909', '361', '1642']
684:['1367', '1158', '1536', '1639', '1467', '1203', '1398', '1500', '1463', '1449']
687:['1500', '1463', '1466', '1367', '1449', '1536', '1398', '1636', '488', '1158']
686:['498', '479', '483', '408', '169', '604', '511', '963', '114', '657']
681:['1240', '61', '408', '178', '357', '187', '251', '221', '1142', '205']
680:['1367', '1449', '1536', '1512', '1467', '1500', '1639', '1599', '1398', '119']
683:['1449', '1536', '1398', '1467', '1643', '1500', '361', '483', '1642', '169']
682:['1536', '1463', '1500', '1449', '1367', '1398', '1122', '1512', '1599', '119']
623:['1367', '1536', '1158', '408', '1398', '1467', '1463', '1599', '851', '169']
622:['1536', '1500', '1449', '1367', '1467', '1599', '1398', '1122', '320', '119']
133:['1463', '1449', '1536', '1466', '1193', '1512', '1368', '1367', '753', '1398']
132:['1449', '1467', '1536', '1463', '1131', '1398', '302', '1500', '1080', '318']
131:['318', '611', '923', '921', '745', '361', '884', '1189', '1062', '1500']
130:['193', '603', '165', '480', '209', '208', '479', '836', '48', '483']
137:['98', '194', '603', '100', '427', '165', '480', '496', '485', '200']
136:['302', '483', '251', '1500', '119', '1367', '1449', '1536', '1398', '1080']
135:['1536', '1367', '1463', '1512', '1449', '1169', '1398', '1642', '114', '1500']
134:['169', '923', '963', '745', '1463', '1367', '1524', '1536', '1396', '817']
494:['272', '114', '113', '1463', '1466', '1367', '1158', '1449', '1524', '1536']
495:['427', '165', '272', '408', '318', '189', '430', '169', '12', '626']
139:['169', '1500', '1463', '1466', '1367', '1449', '1536', '1398', '1599', '1467']
138:['408', '189', '64', '963', '114', '113', '1500', '1463', '1367', '1158']
490:['1449', '1643', '1398', '1650', '1131', '865', '1585', '1368', '1639', '1607']
491:['1463', '1367', '1536', '1500', '1467', '1449', '1512', '1122', '1398', '318']
492:['1367', '1467', '1643', '1639', '251', '408', '1628', '1203', '1500', '513']
493:['1500', '1463', '1367', '1158', '1449', '1536', '1398', '1512', '1467', '1122']
24:['480', '498', '272', '483', '408', '315', '50', '251', '124', '136']
25:['1367', '1449', '1536', '1398', '1500', '1122', '1158', '1639', '320', '1203']
26:['1536', '1449', '1367', '1463', '1398', '114', '1500', '1524', '1158', '1599']
27:['1159', '867', '1643', '1449', '1597', '1500', '1398', '923', '1599', '1536']
20:['1536', '1367', '1599', '1398', '1449', '718', '1463', '1473', '272', '1645']
21:['1536', '1367', '1158', '1512', '1467', '1639', '1500', '1499', '1629', '114']
22:['1142', '1449', '1536', '1512', '1467', '1599', '480', '1500', '178', '64']
23:['1449', '1398', '1643', '1536', '1500', '1122', '169', '1645', '1131', '1467']
927:['272', '408', '189', '169', '923', '963', '114', '1019', '113', '1021']
28:['1367', '1449', '1536', '1512', '1463', '1500', '745', '1398', '1636', '923']
29:['1500', '1367', '1449', '1536', '1398', '1599', '1467', '851', '1499', '641']
820:['1536', '1463', '113', '115', '814', '1524', '1600', '1367', '114', '1169']
407:['1449', '1367', '1639', '1467', '1398', '1536', '1500', '1158', '318', '1122']
406:['1536', '1367', '851', '1599', '1463', '958', '1449', '814', '1645', '1169']
405:['1463', '899', '1467', '1122', '115', '1138', '1367', '272', '1483', '1344']
404:['923', '733', '1449', '1536', '1398', '867', '745', '1643', '1452', '1636']
403:['718', '863', '1463', '1367', '1449', '1524', '1536', '1398', '1431', '1599']
402:['1500', '1367', '1449', '1536', '1398', '1599', '1122', '1201', '169', '1467']
401:['1449', '1398', '1536', '1500', '1599', '1467', '113', '1367', '1201', '1021']
400:['1463', '1367', '1449', '1536', '1398', '1500', '1158', '913', '320', '1203']
933:['1500', '1449', '1536', '1398', '1499', '1367', '1467', '114', '1645', '1639']
932:['1500', '1463', '1367', '1536', '1499', '1599', '1466', '923', '192', '1158']
931:['113', '1367', '1536', '1467', '114', '251', '1524', '408', '318', '1158']
930:['1463', '1367', '1536', '641', '1466', '1158', '1524', '1499', '615', '1449']
937:['1449', '1512', '1639', '1536', '1122', '1642', '169', '318', '1500', '705']
629:['408', '169', '963', '114', '113', '1500', '1463', '1367', '1158', '1449']
409:['1536', '1367', '1499', '1104', '1500', '408', '1599', '646', '851', '1636']
408:['174', '169', '12', '654', '513', '316', '745', '361', '867', '1169']
628:['474', '265', '86', '95', '277', '246', '98', '193', '194', '603']
758:['318', '1131', '1500', '1367', '1449', '1536', '1398', '1599', '1642', '1643']
379:['408', '169', '114', '113', '1367', '1158', '1449', '1524', '1536', '1398']
378:['1449', '1536', '1500', '1463', '1367', '1467', '1398', '1512', '1122', '119']
829:['1536', '1463', '1449', '1500', '1512', '1367', '119', '1467', '1398', '958']
828:['1536', '1500', '1643', '320', '1512', '1639', '1642', '1449', '483', '361']
371:['1203', '1500', '1463', '1367', '1449', '1536', '1467', '1193', '1158', '1286']
370:['1449', '1536', '1367', '1500', '1466', '320', '1398', '1463', '488', '483']
373:['272', '1463', '1367', '1536', '1467', '1158', '1512', '1398', '1344', '408']
372:['474', '86', '246', '193', '194', '603', '181', '515', '427', '512']
375:['718', '1463', '1367', '1536', '1122', '1467', '1645', '1599', '1643', '1642']
374:['1500', '1463', '1367', '1536', '1398', '1158', '1599', '320', '1443', '1449']
377:['408', '114', '113', '1463', '1367', '1158', '1449', '1524', '1536', '1398']
376:['1449', '1536', '1500', '1398', '1367', '1642', '483', '318', '119', '1599']
708:['114', '1463', '1367', '1158', '1524', '1536', '1154', '1449', '1398', '1500']
709:['1463', '1367', '1643', '1536', '1467', '513', '867', '1122', '498', '1645']
704:['1463', '1536', '884', '1367', '1467', '1512', '1500', '1449', '1450', '963']
705:['169', '626', '1019', '745', '1463', '1367', '1449', '1536', '1398', '1458']
706:['408', '320', '1367', '1158', '1524', '1536', '1639', '114', '1252', '1643']
707:['1643', '1449', '867', '1293', '1131', '1639', '1650', '1500', '361', '1651']
700:['1367', '1536', '1463', '408', '1158', '114', '963', '272', '1599', '313']
618:['1463', '1536', '1449', '1367', '1512', '1467', '1599', '1500', '1398', '119']
702:['1463', '1154', '817', '1536', '1158', '1598', '1367', '1512', '813', '390']
703:['408', '1367', '1449', '1536', '1398', '1643', '1639', '169', '1158', '1463']
393:['1463', '1449', '1536', '1367', '867', '1398', '1495', '745', '174', '1642']
392:['1367', '1449', '1536', '1398', '851', '1599', '1645', '1368', '1122', '408']
88:['165', '408', '189', '430', '169', '1099', '927', '1019', '113', '1021']
89:['408', '64', '169', '113', '1500', '1463', '1367', '1158', '1449', '1536']
397:['1449', '1536', '1499', '1636', '114', '1642', '1500', '1367', '190', '1524']
396:['1463', '1495', '1367', '1449', '1643', '1536', '1131', '867', '1398', '718']
395:['512', '483', '251', '316', '1500', '1367', '1449', '1536', '1398', '1499']
394:['302', '483', '318', '612', '923', '320', '170', '124', '1189', '1500']
82:['1536', '1367', '1398', '1449', '1467', '1599', '1500', '1642', '1643', '320']
83:['272', '113', '1463', '1367', '1158', '1449', '1536', '1398', '1467', '1639']
80:['1367', '1536', '1628', '1467', '1154', '1512', '1463', '884', '251', '1500']
81:['1449', '1499', '1500', '1536', '641', '1558', '1636', '1194', '884', '474']
86:['174', '960', '661', '463', '634', '316', '580', '647', '853', '361']
87:['165', '408', '169', '923', '963', '320', '1500', '1463', '1367', '1449']
84:['1500', '1463', '1367', '1158', '1449', '1536', '1398', '1512', '1499', '1599']
85:['1449', '1536', '1398', '1367', '1639', '1467', '408', '1500', '169', '1512']
797:['1463', '1449', '1536', '1398', '1599', '1367', '851', '1466', '272', '1368']
796:['1463', '1367', '1449', '1536', '1524', '113', '1193', '923', '1431', '1398']
795:['1449', '1536', '1398', '1467', '1500', '1643', '1642', '1122', '1645', '1131']
794:['474', '603', '132', '483', '318', '64', '484', '134', '12', '661']
793:['1500', '1367', '1158', '1449', '1536', '1398', '1467', '114', '169', '408']
792:['1449', '1643', '1398', '1019', '513', '1131', '1645', '1536', '1636', '1062']
791:['603', '427', '200', '272', '172', '178', '478', '318', '813', '64']
790:['1536', '1463', '1367', '1512', '1467', '1449', '1466', '1266', '1268', '1158']
799:['113', '1141', '1463', '1367', '1449', '1536', '1064', '1122', '1398', '169']
798:['1449', '1398', '867', '1019', '1159', '1463', '1367', '1458', '1536', '745']
7:['272', '408', '169', '1500', '1463', '1367', '1158', '1449', '1536', '1398']
601:['1512', '1500', '1467', '1628', '1536', '1449', '361', '57', '1639', '119']
607:['1449', '1500', '1536', '1467', '1122', '884', '64', '1398', '169', '1367']
586:['1512', '1449', '1536', '1500', '1463', '1558', '1398', '1193', '1367', '1467']
587:['1367', '1536', '851', '793', '1499', '1599', '1169', '1398', '958', '12']
584:['1463', '1536', '1449', '1642', '115', '909', '302', '1131', '1367', '1169']
585:['1500', '1536', '1463', '835', '1367', '119', '513', '1467', '488', '1599']
582:['1536', '1449', '1512', '361', '1467', '56', '1137', '1500', '1499', '169']
583:['302', '474', '603', '127', '318', '169', '661', '114', '361', '170']
580:['272', '187', '513', '835', '1397', '1463', '1466', '1367', '1449', '1536']
581:['718', '320', '913', '1203', '1500', '1293', '1642', '1639', '302', '318']
588:['408', '169', '1169', '1495', '814', '1367', '1524', '1536', '1642', '1645']
589:['480', '132', '197', '497', '114', '113', '207', '793', '971', '606']
245:['1069', '884', '1268', '1463', '1367', '1536', '1154', '1466', '1512', '1358']
244:['884', '119', '1367', '1536', '1642', '178', '1599', '1512', '127', '1463']
247:['408', '169', '1019', '1367', '1158', '1449', '1536', '1398', '1636', '1645']
246:['1536', '1500', '1449', '1499', '1405', '1558', '119', '793', '851', '483']
241:['57', '884', '1500', '1463', '119', '1536', '1512', '1467', '1142', '1154']
240:['474', '26', '165', '498', '479', '483', '408', '178', '189', '64']
243:['1500', '1536', '1467', '251', '1449', '1367', '1558', '1599', '119', '1405']
242:['474', '144', '98', '603', '100', '181', '515', '919', '512', '480']
615:['1449', '1467', '1122', '1536', '1500', '1251', '408', '1645', '1398', '1367']
