344:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
294:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
295:['474', '603', '408', '178', '127', '64', '169', '12', '285', '251']
292:['474', '427', '480', '23', '178', '318', '357', '134', '12', '185']
293:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
290:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
291:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
591:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
590:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
593:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
592:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
199:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
198:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
597:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
596:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
195:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
194:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
197:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
196:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
191:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
190:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
193:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
192:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
270:['474', '100', '427', '480', '23', '174', '479', '272', '483', '408']
271:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
272:['603', '100', '427', '480', '479', '272', '408', '318', '64', '484']
273:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
274:['408', '1189', '1500', '119', '814', '1449', '1536', '1398', '1293', '1599']
275:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
276:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
277:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
278:['474', '427', '480', '483', '408', '178', '127', '318', '64', '357']
279:['1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189', '814']
738:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
524:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
525:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
526:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
527:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
520:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
521:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
522:['474', '98', '603', '427', '174', '479', '272', '483', '408', '178']
523:['98', '603', '196', '515', '427', '480', '498', '496', '174', '96']
599:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
528:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
529:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
449:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
448:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
443:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
442:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
441:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
440:['603', '483', '408', '127', '318', '64', '134', '169', '12', '114']
447:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
446:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
445:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
444:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
108:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
109:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
102:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
103:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
100:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
101:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
106:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
107:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
104:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
105:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
902:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
903:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
39:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
38:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
906:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
907:['302', '265', '257', '95', '194', '603', '196', '423', '515', '165']
904:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
905:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
33:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
32:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
31:['1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1467', '1594']
30:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
37:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
36:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
35:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
34:['408', '1189', '1500', '119', '814', '1449', '1536', '1398', '1293', '1599']
641:['474', '603', '100', '408', '127', '318', '169', '12', '251', '114']
640:['603', '483', '408', '178', '127', '50', '285', '251', '511', '513']
643:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
642:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
645:['1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1639', '1467']
644:['1500', '1449', '1293', '1599', '1653', '1467', '1122', '1201', '313', '1189']
438:['408', '313', '1189', '1500', '119', '814', '1449', '1536', '1396', '1293']
439:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
436:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
437:['1189', '1500', '814', '1536', '1293', '1653', '1467', '1122', '1201', '1449']
434:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
435:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
432:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
433:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
430:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
431:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
339:['285', '1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1639']
338:['127', '1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1639']
335:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
334:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
337:['1500', '1449', '1293', '1599', '1653', '1467', '1122', '1201', '313', '1189']
336:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
331:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
330:['302', '265', '194', '196', '515', '165', '480', '498', '96', '272']
333:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
332:['603', '496', '483', '408', '318', '169', '114', '316', '166', '966']
744:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
745:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
854:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
818:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
856:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
857:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
850:['302', '265', '257', '194', '603', '143', '423', '515', '427', '165']
851:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
852:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
819:['474', '483', '408', '127', '318', '64', '134', '169', '285', '251']
858:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
859:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
748:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
6:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
900:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
99:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
98:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
844:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
91:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
90:['408', '169', '50', '251', '513', '114', '1189', '1500', '119', '814']
93:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
92:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
95:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
94:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
97:['483', '318', '64', '12', '22', '114', '316', '166', '313', '966']
96:['603', '427', '480', '496', '408', '178', '357', '169', '12', '604']
814:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
815:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
740:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
741:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
742:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
743:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
559:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
558:['474', '603', '483', '408', '178', '127', '318', '64', '134', '169']
746:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
747:['251', '1189', '1500', '119', '814', '1449', '1524', '1536', '1398', '1064']
555:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
554:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
557:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
556:['474', '100', '23', '483', '408', '169', '50', '185', '168', '611']
551:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
550:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
553:['408', '318', '64', '169', '12', '114', '316', '166', '313', '966']
552:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
238:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
239:['23', '48', '408', '178', '127', '169', '611', '661', '487', '285']
234:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
235:['134', '1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1639']
236:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
237:['496', '318', '22', '114', '316', '166', '313', '966', '1189', '1500']
230:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
231:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
232:['1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1467', '1594']
233:['427', '480', '496', '96', '479', '272', '79', '172', '408', '178']
1:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
614:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
146:['1189', '814', '1536', '1653', '1467', '1398', '1642', '1594', '1449', '1639']
147:['474', '603', '483', '408', '178', '127', '318', '64', '134', '169']
144:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
145:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
142:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
143:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
140:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
141:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
612:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
613:['242', '474', '98', '100', '515', '427', '512', '480', '23', '174']
610:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
611:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
616:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
617:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
148:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
149:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
912:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
942:['98', '603', '96', '483', '408', '178', '64', '169', '12', '22']
943:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
940:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
941:['474', '127', '318', '134', '169', '285', '251', '511', '1189', '1500']
768:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
689:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
688:['51', '474', '265', '465', '257', '222', '274', '392', '486', '144']
685:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
684:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
687:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
686:['242', '302', '86', '246', '32', '1137', '100', '432', '515', '919']
681:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
680:['127', '134', '1189', '814', '1449', '1536', '1398', '1293', '1642', '1653']
683:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
682:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
623:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
622:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
133:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
132:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
131:['483', '408', '318', '64', '169', '22', '114', '316', '966', '1189']
130:['1500', '1449', '1293', '1599', '1653', '1467', '1122', '1201', '1189', '814']
137:['98', '603', '427', '480', '496', '479', '272', '483', '408', '178']
136:['242', '474', '86', '246', '98', '603', '427', '512', '480', '498']
135:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
134:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
494:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
495:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
139:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
138:['427', '480', '96', '79', '408', '178', '64', '169', '604', '50']
490:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
491:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
492:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
493:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
24:['474', '603', '480', '174', '479', '272', '483', '408', '134', '169']
25:['313', '1189', '1500', '119', '814', '1449', '1536', '1293', '1599', '1653']
26:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
27:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
20:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
21:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
22:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
23:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
927:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
28:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
29:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
820:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
407:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
406:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
405:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
404:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
403:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
402:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
401:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
400:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
933:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
932:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1639', '1467', '1594']
931:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
930:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
937:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
629:['483', '408', '318', '169', '316', '313', '966', '1189', '1500', '119']
409:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1639']
408:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
628:['265', '465', '257', '222', '144', '1', '95', '98', '193', '194']
758:['1189', '814', '1536', '1398', '1293', '1642', '1653', '1467', '1594', '1449']
379:['134', '1189', '814', '1449', '1536', '1398', '1293', '1642', '1653', '1639']
378:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
829:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
828:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
371:['483', '408', '318', '169', '114', '316', '313', '966', '1189', '1500']
370:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
373:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
372:['474', '603', '427', '480', '174', '479', '272', '483', '408', '178']
375:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
374:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
377:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
376:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
708:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
709:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
704:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
705:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
706:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
707:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1594', '1449', '1639']
700:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
618:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
702:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
703:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
393:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
392:['1189', '1500', '119', '814', '1449', '1536', '1398', '1293', '1599', '1642']
88:['1500', '1449', '1293', '1599', '1653', '1467', '1122', '1201', '1189', '814']
89:['313', '1189', '1500', '119', '814', '1449', '1536', '1293', '1599', '1653']
397:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
396:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
395:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
394:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
82:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
83:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
80:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
81:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
86:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
87:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '814']
84:['1189', '1500', '814', '1536', '1293', '1599', '1653', '1467', '1122', '1201']
85:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
797:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
796:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '1189', '814']
795:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
794:['474', '98', '603', '427', '480', '174', '479', '272', '483', '408']
793:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
792:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
791:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
790:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
799:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
798:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
7:['1189', '1500', '814', '1449', '1536', '1398', '1293', '1599', '1642', '1653']
601:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
607:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1449', '313', '1189']
586:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '313', '1189']
587:['1500', '1599', '1122', '1201', '1293', '1653', '1467', '1449', '1189', '814']
584:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
585:['1500', '1293', '1599', '1653', '1467', '1122', '1201', '1189', '814', '1536']
582:['1189', '814', '1536', '1293', '1653', '1467', '1398', '1642', '1594', '1449']
583:['242', '302', '474', '86', '246', '98', '603', '515', '427', '512']
580:['1189', '814', '1536', '1293', '1653', '1467', '1500', '1599', '1122', '1201']
