344:['1500', '1463', '814', '1536', '1599', '1467', '1643', '1449', '1642', '1398']
905:['1500', '1463', '814', '1536', '1653', '1467', '851', '1599', '1449', '868']
33:['483', '64', '661', '511', '513', '114', '868', '166', '641', '848']
32:['814', '1536', '1293', '1653', '851', '1599', '1500', '1463', '1201', '1449']
31:['1189', '1500', '814', '1536', '1293', '1467', '1235', '1653', '1625', '851']
30:['868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1398', '1064']
37:['868', '1463', '814', '1367', '1449', '1536', '1398', '1458', '1080', '1293']
36:['474', '603', '100', '427', '23', '174', '514', '272', '504', '48']
35:['868', '1500', '119', '814', '1449', '1533', '851', '1593', '1653', '1070']
34:['302', '474', '98', '194', '603', '100', '515', '427', '165', '480']
641:['1189', '1500', '1463', '814', '1536', '1293', '1599', '1467', '1643', '1653']
640:['98', '603', '427', '480', '272', '483', '408', '127', '484', '50']
643:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1235', '1599']
642:['408', '114', '868', '1500', '1463', '814', '1367', '1449', '1524', '1536']
645:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1599', '1642']
644:['302', '474', '98', '603', '427', '512', '480', '23', '174', '514']
438:['98', '603', '512', '479', '272', '483', '408', '127', '318', '64']
439:['1306', '1500', '1463', '814', '1449', '1536', '1293', '851', '1599', '1467']
436:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1642', '1643']
437:['1500', '1463', '1536', '1293', '1235', '1643', '1367', '814', '1467', '1368']
434:['64', '169', '963', '114', '868', '915', '867', '1500', '1463', '119']
435:['1463', '814', '1536', '1653', '1449', '1599', '1467', '868', '1500', '1643']
432:['868', '1500', '1463', '814', '1449', '1536', '1398', '851', '1599', '1653']
433:['1500', '814', '1536', '851', '1463', '1449', '1293', '868', '1064', '1642']
430:['1500', '1463', '1536', '1293', '1599', '1653', '1449', '814', '1467', '1201']
431:['868', '1500', '814', '1449', '1536', '1458', '851', '1599', '1452', '1604']
339:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1642', '1653']
338:['1500', '1463', '814', '1367', '1536', '1293', '1642', '1643', '1467', '1368']
335:['868', '1500', '119', '814', '1449', '1533', '851', '1593', '1599', '1458']
334:['1500', '1463', '1536', '814', '1653', '1643', '1599', '1467', '1293', '1449']
337:['483', '169', '114', '868', '1500', '1463', '814', '1449', '1524', '1536']
336:['1463', '1536', '1293', '814', '1643', '1449', '1500', '114', '1467', '1642']
331:['1500', '1463', '1536', '1293', '1643', '1599', '1653', '1367', '1467', '814']
330:['302', '474', '246', '515', '512', '165', '480', '498', '23', '272']
333:['1500', '1463', '814', '1368', '1367', '1536', '1293', '1467', '1449', '1599']
332:['474', '246', '603', '100', '515', '427', '512', '165', '480', '498']
744:['1500', '1463', '1536', '1293', '1643', '814', '1642', '1368', '1449', '1467']
745:['1536', '1463', '1500', '1367', '1643', '1599', '814', '1467', '1449', '1368']
854:['1536', '1463', '1500', '814', '1293', '1653', '1467', '1599', '1643', '1642']
818:['868', '1500', '814', '1536', '851', '1599', '1122', '1449', '1533', '1458']
856:['868', '1492', '1498', '1500', '814', '1449', '1536', '851', '1599', '1653']
857:['868', '1500', '1463', '814', '1536', '1293', '851', '1653', '1599', '1201']
850:['603', '483', '408', '64', '169', '12', '923', '251', '513', '963']
851:['1500', '814', '1536', '1449', '1599', '1463', '868', '1467', '114', '851']
852:['1463', '814', '1449', '1536', '1293', '1653', '1467', '851', '1080', '1398']
819:['1500', '1463', '814', '1368', '1449', '1536', '1398', '1458', '1064', '1293']
858:['814', '1536', '851', '868', '1500', '1449', '1599', '1524', '1533', '1293']
859:['603', '483', '127', '318', '64', '169', '511', '114', '868', '320']
748:['1463', '1536', '1643', '1367', '1500', '1293', '814', '1467', '1599', '1656']
6:['1500', '1536', '1293', '1463', '1643', '814', '1642', '1467', '1367', '1599']
900:['1293', '1536', '1500', '814', '1599', '1463', '1467', '1643', '851', '868']
99:['1500', '1463', '814', '1449', '1536', '1599', '1653', '868', '1467', '114']
98:['1463', '1236', '1536', '1235', '1599', '1653', '1625', '1293', '1612', '814']
844:['1463', '814', '1536', '1293', '1599', '1367', '1642', '1500', '1449', '1643']
91:['1500', '1463', '814', '1367', '1536', '1293', '1368', '1467', '1599', '1449']
90:['868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1398', '1293']
93:['1500', '1463', '1536', '851', '1653', '1467', '1398', '1642', '1306', '814']
92:['1463', '814', '1536', '1599', '1653', '1500', '1643', '1467', '1449', '1293']
95:['1463', '1536', '1293', '1643', '814', '1500', '1467', '1367', '1449', '1599']
94:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1643', '1467']
97:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1651', '1599', '1656']
96:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1656', '1642']
814:['814', '1536', '1235', '868', '1599', '909', '1367', '1463', '1449', '1467']
815:['1500', '1463', '814', '1367', '1536', '1599', '1643', '1467', '1449', '1368']
740:['868', '1500', '814', '1449', '851', '1599', '1536', '1593', '1130', '1293']
741:['1500', '1463', '814', '1536', '1643', '1467', '1293', '1599', '1449', '1367']
742:['1463', '1536', '1293', '1653', '1500', '1449', '814', '1467', '851', '1201']
743:['868', '1500', '814', '1449', '1536', '1293', '851', '1599', '1653', '1467']
559:['1463', '1367', '1536', '1293', '1643', '1500', '1368', '1599', '1467', '814']
558:['1492', '1189', '1498', '1500', '1463', '814', '1449', '1536', '1398', '1293']
746:['1463', '1367', '1449', '1536', '1080', '1599', '1643', '1467', '814', '1368']
747:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1398', '1293', '1599']
555:['483', '868', '1500', '1463', '814', '1449', '1536', '1398', '1458', '1064']
554:['1500', '1463', '814', '1536', '1293', '1625', '1467', '1449', '1643', '1656']
557:['1500', '814', '1536', '1293', '851', '1599', '1612', '868', '1449', '1189']
556:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1235', '1191']
551:['114', '868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1599']
550:['483', '169', '513', '963', '868', '641', '170', '1500', '1463', '814']
553:['1500', '1463', '814', '1368', '1367', '1536', '1302', '1293', '1642', '1643']
552:['1463', '814', '1536', '851', '1500', '1599', '1467', '1398', '1449', '1653']
238:['1500', '1463', '814', '1536', '1398', '851', '1467', '1599', '1293', '1642']
239:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1599', '1642']
234:['1536', '1500', '1293', '1643', '1467', '814', '1599', '1367', '1368', '1642']
235:['1500', '1463', '814', '1368', '1367', '1536', '1293', '1643', '1467', '1642']
236:['1500', '1463', '1536', '1293', '1467', '814', '1653', '1642', '1599', '1643']
237:['1500', '1463', '814', '1368', '1367', '1536', '1293', '1235', '1431', '1653']
230:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1599', '1656']
231:['868', '1463', '814', '1449', '1536', '1398', '1293', '851', '1612', '1467']
232:['1500', '1463', '1367', '1536', '1293', '1643', '1467', '814', '1642', '1368']
233:['408', '114', '1492', '1498', '1500', '1463', '814', '1368', '1367', '1449']
1:['1500', '1463', '814', '1536', '1293', '1599', '1653', '1467', '1449', '1643']
614:['868', '1463', '814', '1536', '1293', '851', '1653', '1599', '1500', '1467']
146:['868', '1500', '814', '1536', '851', '1599', '1130', '1467', '1449', '1653']
147:['603', '427', '483', '408', '178', '127', '318', '64', '12', '50']
144:['1500', '1463', '1536', '1599', '1653', '1643', '1467', '814', '1293', '1368']
145:['1500', '814', '1536', '1599', '1449', '1463', '868', '1467', '114', '483']
142:['1463', '814', '1536', '1599', '1500', '1367', '1449', '1293', '868', '1201']
143:['318', '513', '114', '868', '1492', '867', '1498', '1500', '814', '1449']
140:['868', '1500', '814', '1536', '1293', '851', '1599', '1612', '1653', '1449']
141:['1500', '1463', '814', '1449', '1536', '851', '1599', '1653', '1467', '1398']
612:['1463', '814', '1293', '1467', '1449', '1080', '851', '1500', '1233', '1458']
613:['114', '1492', '1498', '1500', '1463', '814', '1368', '1367', '1449', '1536']
610:['1500', '1463', '814', '1367', '1536', '1599', '1643', '1368', '1449', '1467']
611:['868', '1500', '814', '1536', '1458', '1533', '851', '1593', '1599', '1452']
616:['868', '867', '1500', '814', '1449', '1536', '1533', '851', '1593', '1599']
617:['814', '1536', '1500', '1467', '1643', '1367', '909', '1599', '1463', '114']
148:['1500', '1463', '814', '1367', '1536', '1599', '1656', '1642', '1643', '1467']
149:['814', '1500', '1599', '851', '1458', '1452', '868', '1467', '1653', '1449']
912:['1463', '1367', '1536', '1293', '1643', '1613', '1656', '1368', '1642', '1500']
942:['483', '408', '169', '114', '868', '1500', '1463', '814', '1368', '1367']
943:['1463', '814', '1367', '1449', '1536', '1643', '1599', '1467', '1500', '868']
940:['1536', '1463', '1500', '814', '1653', '1293', '1449', '1368', '1367', '1643']
941:['626', '868', '1500', '1463', '814', '1449', '1536', '1398', '1458', '1064']
768:['1500', '814', '1536', '851', '1653', '1467', '868', '1599', '1463', '1449']
689:['868', '1500', '1463', '814', '1449', '1536', '1398', '1458', '1064', '1585']
688:['242', '51', '346', '474', '265', '451', '86', '257', '222', '387']
685:['814', '868', '1599', '1293', '851', '1612', '1500', '1449', '1593', '648']
684:['1463', '814', '1536', '1643', '1449', '1642', '1467', '1651', '1650', '1636']
687:['868', '1500', '814', '1449', '851', '1593', '1599', '1130', '1524', '1536']
686:['483', '408', '169', '114', '1492', '1189', '1498', '1500', '1463', '814']
681:['868', '1500', '814', '1536', '851', '1599', '1492', '1498', '867', '1293']
680:['1500', '1463', '814', '1536', '1293', '851', '1599', '1643', '1467', '1604']
683:['1500', '814', '1599', '1449', '851', '868', '1536', '1653', '1293', '1467']
682:['1463', '1536', '814', '1449', '1653', '1599', '1467', '1643', '1293', '1500']
623:['1500', '1463', '1367', '1536', '1599', '1653', '1467', '1368', '814', '1080']
622:['1463', '1536', '1293', '1599', '1500', '814', '1367', '1643', '1467', '1449']
133:['1500', '814', '1536', '1599', '851', '868', '867', '1449', '1458', '1452']
132:['1500', '1463', '1536', '1293', '1235', '1653', '1643', '1367', '1616', '1599']
131:['1492', '1498', '1500', '1463', '814', '1449', '1536', '851', '1651', '1599']
130:['302', '474', '603', '480', '479', '483', '408', '178', '478', '127']
137:['302', '474', '246', '98', '194', '603', '1137', '100', '515', '427']
136:['1492', '1189', '1498', '1500', '1463', '814', '1368', '1367', '1449', '1536']
135:['1500', '1463', '814', '1293', '1599', '1653', '1449', '1536', '1368', '1643']
134:['868', '1500', '814', '1449', '1536', '851', '1599', '1467', '1293', '867']
494:['1492', '1498', '1500', '1463', '814', '1536', '1293', '1625', '1467', '1449']
495:['483', '408', '169', '114', '868', '1500', '1463', '814', '1368', '1143']
139:['868', '1492', '1498', '1500', '814', '1449', '1536', '1293', '1235', '1599']
138:['1500', '1463', '1368', '1367', '1449', '1536', '1398', '1651', '1599', '1656']
490:['1536', '814', '1463', '1653', '1500', '851', '1293', '1449', '1201', '1467']
491:['1500', '1463', '1536', '1293', '1599', '1653', '1643', '1651', '1650', '1636']
492:['1293', '1643', '1463', '1500', '1467', '1536', '1491', '1235', '814', '1368']
493:['1500', '1463', '814', '1449', '1536', '1599', '1653', '1467', '1293', '1643']
24:['483', '408', '169', '114', '868', '1492', '1498', '1500', '1463', '814']
25:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1398', '1293', '1642']
26:['1536', '814', '1653', '851', '1599', '1463', '1500', '1467', '1449', '868']
27:['1500', '814', '1536', '1599', '851', '1293', '1235', '1653', '1463', '1591']
20:['1536', '1463', '1367', '1656', '1080', '1500', '814', '1449', '1599', '1524']
21:['814', '868', '1536', '1500', '851', '1463', '1599', '1293', '811', '1449']
22:['1463', '1536', '1293', '1653', '1467', '814', '1367', '1080', '1599', '1449']
23:['1500', '1463', '1367', '1536', '1643', '1467', '814', '1449', '1599', '1653']
927:['114', '868', '1500', '1463', '814', '1449', '1524', '1536', '1398', '1293']
28:['868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1653']
29:['1500', '814', '1449', '1599', '868', '851', '1293', '1189', '1458', '1452']
820:['1536', '1533', '1599', '814', '1500', '1449', '868', '1593', '1122', '1467']
407:['1463', '1536', '1653', '814', '1467', '1599', '1367', '1643', '1500', '1368']
406:['1500', '1463', '1536', '1293', '1643', '814', '1467', '1599', '1367', '1449']
405:['1536', '814', '1643', '1463', '1368', '1500', '1367', '1467', '1599', '1449']
404:['868', '1500', '814', '1449', '1536', '851', '1593', '1599', '867', '1467']
403:['1500', '1463', '814', '1449', '1536', '1398', '851', '1599', '1653', '1467']
402:['1500', '1463', '814', '1449', '1536', '1293', '1599', '1653', '1467', '1625']
401:['1536', '1653', '1500', '1463', '1293', '1625', '1643', '814', '1467', '1449']
400:['868', '867', '1500', '814', '1449', '1536', '851', '1599', '1467', '1293']
933:['1536', '1463', '1643', '814', '1599', '1449', '1367', '1467', '1500', '1368']
932:['1500', '1463', '814', '1368', '1367', '1536', '1599', '1642', '1643', '1467']
931:['1500', '1536', '1599', '1467', '1398', '814', '851', '1642', '1449', '1651']
930:['1536', '814', '1653', '1467', '1463', '1500', '1599', '851', '1449', '1398']
937:['1500', '1536', '1293', '1463', '814', '851', '1599', '1449', '1467', '1642']
629:['1500', '1463', '814', '1367', '1449', '1536', '1293', '1235', '1651', '1599']
409:['1536', '1653', '1500', '1463', '1235', '814', '1643', '1293', '1467', '1625']
408:['868', '1500', '814', '1449', '1536', '1458', '851', '1593', '1599', '1653']
628:['346', '474', '265', '86', '144', '1', '95', '234', '246', '98']
758:['868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1599', '1653']
379:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1293', '1599', '1656']
378:['1500', '1463', '814', '1536', '1643', '1467', '1449', '1293', '1599', '1653']
829:['1500', '1463', '1293', '1536', '1467', '1643', '1599', '814', '1491', '1449']
828:['1536', '814', '1500', '1599', '1467', '868', '1449', '1643', '1368', '1491']
371:['1500', '1463', '814', '1368', '1367', '1449', '1524', '1536', '1398', '1080']
370:['1463', '1536', '1500', '1643', '1367', '1293', '1625', '1368', '1642', '1599']
373:['1500', '1463', '814', '1367', '1449', '1536', '1293', '1599', '1643', '1467']
372:['302', '346', '474', '246', '193', '194', '603', '181', '515', '427']
375:['1500', '1463', '814', '1368', '1449', '1536', '1599', '1643', '1467', '1367']
374:['1463', '1536', '1293', '1500', '1599', '814', '1467', '1449', '1653', '1643']
377:['868', '1500', '1463', '814', '1367', '1449', '1536', '851', '1599', '1642']
376:['1500', '1463', '814', '1536', '1293', '1653', '1656', '1235', '1625', '1599']
708:['814', '1536', '851', '1500', '1463', '1449', '1467', '868', '1599', '1398']
709:['868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1080', '1293']
704:['1500', '1536', '1293', '1643', '1463', '814', '1367', '1642', '1368', '1599']
705:['1500', '1463', '814', '1367', '1449', '1536', '1398', '1080', '1599', '1643']
706:['868', '1463', '814', '1536', '851', '1599', '1653', '1467', '1449', '1201']
707:['1500', '1536', '1643', '1467', '1463', '1491', '1293', '814', '1368', '1367']
700:['1463', '1367', '1536', '1500', '1656', '1449', '1643', '1080', '1599', '1467']
618:['1463', '1536', '1500', '1643', '1367', '1449', '814', '1467', '1599', '1368']
702:['814', '868', '1599', '1536', '1593', '1653', '851', '1449', '1500', '867']
703:['1463', '814', '1449', '1536', '851', '1653', '1467', '1500', '1293', '1599']
393:['1463', '814', '1536', '1449', '1500', '1599', '1467', '868', '1643', '1653']
392:['868', '1500', '1463', '814', '1368', '1536', '1293', '851', '1599', '1642']
88:['603', '427', '483', '178', '127', '318', '64', '522', '12', '187']
89:['1500', '1463', '814', '1449', '1536', '1398', '1458', '1064', '1293', '1235']
397:['1500', '814', '1536', '1293', '1463', '1599', '1653', '1367', '1449', '1642']
396:['868', '1500', '1463', '814', '1449', '1536', '851', '1599', '1467', '1201']
395:['1500', '1463', '814', '1367', '1449', '1536', '1293', '1599', '1642', '1467']
394:['114', '868', '1500', '1463', '814', '1368', '1143', '1367', '1449', '1524']
82:['1536', '1500', '1653', '1463', '1293', '814', '1467', '1599', '1449', '1643']
83:['1500', '1463', '814', '1449', '1536', '1080', '1293', '1653', '1467', '1599']
80:['1367', '1536', '1293', '1656', '1467', '1463', '1500', '1643', '1449', '1235']
81:['1463', '814', '1536', '1293', '1500', '1449', '851', '1599', '1467', '868']
86:['868', '867', '1500', '814', '1449', '1536', '1293', '851', '1593', '1599']
87:['114', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1080', '1235']
84:['1500', '1463', '814', '1449', '1536', '1398', '1293', '851', '1599', '1642']
85:['1500', '1463', '1536', '1643', '1467', '814', '1293', '1367', '1599', '1368']
797:['1536', '814', '1293', '1449', '1500', '851', '1612', '963', '1064', '868']
796:['1500', '1463', '814', '1536', '1599', '1643', '1467', '1449', '1293', '1368']
795:['1463', '1536', '1653', '1643', '1449', '1467', '814', '1293', '1367', '1599']
794:['483', '1189', '1500', '1463', '814', '1368', '1367', '1449', '1524', '1536']
793:['1500', '1463', '814', '1536', '1293', '851', '1599', '1653', '1201', '1449']
792:['1463', '1536', '851', '814', '1467', '1500', '1449', '1306', '868', '1398']
791:['868', '1500', '814', '1449', '1536', '1293', '1616', '851', '1612', '1599']
790:['1536', '1463', '814', '1449', '1500', '1599', '1293', '1653', '1467', '1643']
799:['1500', '814', '1536', '1398', '1293', '1235', '1642', '1653', '1625', '1449']
798:['1500', '1463', '814', '1536', '1293', '1467', '1449', '1642', '1643', '1398']
7:['114', '868', '1500', '1463', '814', '1368', '1367', '1449', '1536', '1398']
601:['1536', '1293', '1463', '814', '1500', '1643', '1467', '1449', '1642', '1367']
607:['1500', '1463', '1293', '1235', '1653', '1643', '1613', '1467', '1625', '1536']
586:['1463', '814', '1367', '1449', '1536', '1235', '1599', '1643', '1467', '868']
587:['868', '814', '851', '1500', '1449', '1593', '1653', '867', '848', '1599']
584:['1463', '814', '1367', '1449', '1536', '1080', '1653', '1642', '1656', '1467']
585:['1218', '1500', '1463', '814', '1536', '1599', '1491', '1643', '1467', '1550']
582:['814', '1536', '851', '1653', '1449', '1293', '1500', '1463', '868', '1201']
583:['1500', '1463', '814', '1368', '1367', '1449', '1536', '1398', '1458', '1064']
580:['114', '868', '1500', '1463', '814', '1449', '1536', '1398', '851', '1599']
581:['1500', '1463', '814', '1536', '1293', '851', '1599', '1613', '1625', '1491']
588:['868', '1500', '1463', '814', '1367', '1449', '1536', '1398', '1293', '1599']
589:['868', '848', '867', '1500', '814', '1449', '1536', '851', '1599', '1653']
245:['1463', '814', '1536', '851', '1653', '1201', '1500', '1189', '1449', '915']
