344:['515', '179', '474', '1449', '178', '318', '480', '483', '114', '168']
642:['323', '270', '455', '226', '322', '300', '678', '228', '380', '328']
645:['127', '408', '603', '178', '511', '285', '1449', '479', '515', '169']
644:['318', '169', '408', '313', '22', '64', '316', '96', '143', '272']
438:['64', '318', '173', '83', '313', '169', '265', '12', '114', '22']
439:['408', '318', '64', '483', '169', '1449', '603', '190', '480', '474']
436:['408', '64', '302', '89', '520', '318', '114', '248', '195', '56']
437:['427', '19', '1449', '357', '64', '9', '169', '515', '527', '178']
434:['64', '22', '318', '300', '739', '143', '144', '222', '12', '196']
435:['408', '114', '198', '589', '515', '178', '306', '166', '489', '483']
432:['64', '408', '318', '12', '96', '272', '22', '98', '515', '316']
433:['127', '408', '357', '427', '64', '169', '515', '511', '98', '483']
430:['480', '169', '427', '357', '408', '603', '272', '483', '657', '191']
431:['64', '318', '313', '174', '603', '408', '169', '272', '483', '316']
339:['318', '1449', '320', '512', '169', '114', '408', '513', '647', '923']
338:['923', '242', '1449', '23', '59', '9', '529', '285', '60', '178']
335:['318', '408', '64', '515', '923', '480', '483', '12', '603', '169']
334:['114', '513', '1449', '178', '511', '923', '357', '654', '480', '661']
337:['64', '408', '12', '169', '318', '272', '114', '316', '603', '483']
336:['169', '511', '89', '12', '127', '258', '174', '187', '172', '114']
331:['408', '127', '318', '98', '169', '1449', '474', '357', '1137', '646']
330:['515', '272', '483', '520', '190', '316', '300', '83', '313', '79']
333:['318', '64', '22', '169', '50', '313', '272', '12', '408', '515']
332:['272', '408', '318', '187', '114', '169', '205', '69', '28', '223']
744:['169', '408', '1449', '64', '318', '114', '480', '474', '12', '98']
745:['318', '173', '496', '251', '196', '408', '114', '216', '478', '272']
854:['179', '474', '187', '192', '1449', '114', '515', '178', '169', '654']
818:['127', '169', '56', '64', '357', '408', '474', '114', '173', '98']
856:['12', '64', '318', '169', '408', '114', '515', '603', '657', '483']
857:['169', '657', '474', '483', '98', '318', '603', '251', '12', '89']
850:['143', '692', '313', '272', '316', '423', '64', '378', '265', '966']
851:['195', '187', '199', '89', '169', '98', '357', '114', '173', '96']
852:['64', '318', '169', '603', '98', '657', '483', '480', '83', '316']
819:['483', '408', '285', '513', '515', '647', '199', '124', '169', '923']
858:['318', '474', '64', '603', '134', '56', '483', '514', '190', '408']
859:['64', '603', '408', '12', '657', '483', '515', '318', '114', '169']
748:['127', '12', '480', '178', '1449', '98', '320', '313', '963', '205']
6:['179', '657', '647', '654', '1449', '603', '45', '428', '963', '60']
900:['408', '169', '114', '12', '1449', '64', '89', '603', '357', '189']
99:['195', '480', '127', '169', '48', '357', '318', '408', '198', '1449']
98:['488', '1449', '483', '178', '318', '86', '408', '59', '705', '316']
844:['169', '64', '98', '483', '114', '408', '657', '603', '1449', '191']
91:['173', '272', '169', '178', '1449', '408', '12', '96', '165', '198']
90:['169', '513', '320', '1449', '173', '633', '114', '1', '50', '856']
93:['408', '169', '479', '483', '513', '603', '316', '923', '709', '1449']
92:['127', '357', '187', '114', '480', '302', '285', '178', '192', '603']
95:['313', '480', '318', '169', '316', '427', '12', '272', '963', '429']
94:['178', '511', '1449', '515', '285', '513', '408', '661', '488', '124']
97:['316', '313', '641', '1019', '498', '12', '178', '315', '285', '198']
96:['480', '427', '178', '357', '408', '515', '603', '1449', '285', '657']
814:['64', '169', '408', '318', '12', '302', '272', '1449', '114', '170']
815:['64', '12', '22', '272', '511', '169', '170', '651', '251', '165']
740:['408', '483', '515', '114', '134', '603', '169', '318', '178', '190']
741:['318', '64', '127', '170', '515', '511', '191', '408', '483', '169']
742:['357', '134', '603', '483', '114', '408', '1449', '318', '9', '187']
743:['513', '127', '169', '474', '483', '178', '480', '1449', '199', '50']
559:['189', '316', '169', '190', '408', '923', '483', '83', '89', '657']
558:['408', '483', '603', '169', '513', '134', '474', '1449', '641', '657']
746:['318', '313', '496', '166', '169', '483', '515', '69', '316', '408']
747:['750', '191', '513', '114', '528', '1449', '515', '657', '527', '197']
555:['408', '603', '483', '515', '479', '923', '316', '657', '1449', '513']
554:['64', '496', '313', '178', '357', '520', '480', '427', '515', '483']
557:['408', '515', '480', '603', '64', '483', '513', '114', '923', '657']
556:['357', '480', '1449', '483', '50', '515', '408', '285', '169', '657']
551:['480', '487', '657', '606', '114', '48', '298', '169', '474', '1063']
550:['318', '174', '172', '22', '64', '272', '169', '12', '408', '511']
553:['318', '408', '169', '64', '357', '12', '114', '1449', '251', '320']
552:['318', '64', '408', '12', '483', '190', '114', '169', '603', '316']
238:['64', '318', '12', '408', '603', '515', '483', '114', '480', '313']
239:['408', '169', '60', '1021', '856', '32', '303', '285', '59', '1449']
234:['251', '169', '59', '633', '718', '408', '896', '275', '315', '1194']
235:['127', '513', '178', '408', '180', '488', '134', '98', '1449', '199']
236:['923', '408', '14', '8', '604', '285', '736', '603', '190', '1131']
237:['318', '12', '114', '480', '1449', '272', '313', '657', '316', '515']
230:['692', '318', '15', '300', '88', '316', '313', '274', '966', '720']
231:['408', '64', '318', '169', '923', '316', '603', '1194', '480', '483']
232:['169', '1449', '12', '408', '242', '114', '320', '1194', '611', '479']
233:['408', '496', '520', '1449', '1137', '178', '169', '251', '316', '302']
1:['302', '276', '511', '408', '285', '357', '963', '1142', '1449', '647']
614:['169', '483', '603', '178', '114', '408', '496', '174', '479', '64']
146:['318', '169', '408', '1449', '603', '480', '474', '178', '12', '513']
147:['408', '318', '64', '114', '603', '169', '190', '520', '83', '483']
144:['496', '427', '603', '483', '79', '178', '185', '511', '205', '132']
145:['144', '177', '169', '179', '1142', '272', '114', '199', '487', '408']
142:['318', '357', '190', '64', '1449', '603', '127', '114', '320', '483']
143:['64', '408', '169', '96', '114', '12', '174', '190', '134', '83']
140:['408', '127', '169', '178', '318', '187', '474', '923', '114', '285']
141:['143', '692', '22', '326', '69', '82', '5', '64', '155', '318']
612:['318', '22', '483', '272', '313', '496', '316', '515', '190', '191']
613:['169', '114', '408', '174', '190', '483', '515', '173', '511', '172']
610:['64', '132', '528', '190', '657', '515', '191', '513', '408', '496']
611:['408', '114', '318', '12', '64', '11', '190', '246', '169', '83']
616:['408', '318', '483', '603', '64', '169', '511', '134', '513', '1449']
617:['408', '169', '182', '168', '641', '474', '135', '127', '114', '923']
148:['12', '64', '921', '1449', '198', '641', '285', '479', '483', '603']
149:['408', '178', '603', '169', '127', '480', '114', '1449', '12', '357']
912:['316', '408', '315', '515', '485', '633', '169', '12', '272', '529']
942:['64', '603', '22', '651', '28', '483', '12', '143', '87', '169']
943:['288', '192', '357', '268', '313', '114', '272', '433', '408', '156']
940:['64', '318', '83', '603', '190', '169', '520', '210', '659', '483']
941:['169', '483', '50', '127', '114', '1449', '64', '318', '313', '12']
768:['64', '83', '318', '258', '190', '603', '114', '191', '483', '169']
689:['174', '173', '172', '313', '22', '64', '96', '210', '79', '318']
688:['51', '474', '265', '465', '451', '86', '257', '222', '274', '392']
685:['408', '64', '427', '480', '603', '1449', '169', '657', '318', '483']
684:['169', '272', '318', '313', '174', '651', '479', '316', '603', '496']
687:['169', '114', '408', '64', '12', '318', '483', '272', '174', '172']
686:['100', '483', '408', '169', '9', '114', '1449', '493', '641', '657']
681:['408', '923', '483', '515', '1194', '285', '921', '513', '524', '657']
680:['64', '480', '12', '114', '1449', '603', '657', '427', '357', '198']
683:['318', '483', '408', '114', '169', '100', '12', '251', '647', '199']
682:['169', '198', '114', '313', '408', '515', '316', '1449', '511', '199']
623:['318', '174', '496', '64', '313', '513', '427', '316', '22', '172']
622:['114', '187', '268', '318', '357', '192', '302', '272', '48', '478']
133:['318', '169', '64', '12', '173', '114', '98', '408', '603', '174']
132:['408', '169', '1449', '64', '318', '483', '114', '474', '603', '480']
131:['603', '474', '408', '135', '318', '64', '134', '357', '169', '114']
130:['515', '318', '520', '378', '190', '166', '165', '480', '191', '603']
137:['64', '169', '12', '408', '313', '22', '198', '1019', '318', '173']
136:['408', '483', '427', '603', '1449', '64', '285', '178', '114', '923']
135:['408', '114', '318', '483', '64', '1449', '169', '190', '178', '515']
134:['318', '169', '174', '64', '22', '50', '408', '265', '210', '79']
494:['22', '313', '173', '318', '12', '272', '172', '79', '496', '144']
495:['316', '313', '408', '194', '199', '963', '480', '1169', '178', '169']
139:['178', '408', '1449', '134', '480', '64', '474', '603', '50', '488']
138:['169', '480', '1449', '408', '50', '114', '64', '174', '320', '173']
490:['408', '169', '179', '64', '647', '511', '12', '172', '480', '1449']
491:['483', '169', '318', '511', '515', '251', '1449', '114', '50', '165']
492:['408', '357', '9', '178', '114', '169', '12', '480', '98', '603']
493:['64', '313', '215', '496', '588', '251', '166', '963', '199', '520']
24:['603', '408', '114', '483', '515', '1449', '169', '89', '480', '923']
25:['272', '318', '64', '313', '316', '302', '603', '496', '483', '172']
26:['64', '114', '408', '12', '318', '272', '483', '169', '187', '191']
27:['408', '89', '169', '520', '199', '190', '83', '318', '484', '483']
20:['921', '169', '316', '189', '1062', '1019', '479', '485', '1194', '318']
21:['114', '276', '169', '203', '511', '89', '12', '156', '172', '302']
22:['302', '98', '318', '64', '269', '496', '357', '12', '100', '199']
23:['169', '114', '474', '1449', '12', '480', '657', '320', '647', '318']
927:['173', '172', '66', '520', '408', '270', '302', '1019', '147', '202']
28:['172', '408', '169', '179', '181', '272', '313', '515', '114', '64']
29:['318', '114', '169', '603', '1449', '357', '272', '408', '64', '483']
820:['134', '190', '318', '114', '272', '127', '603', '357', '12', '169']
407:['318', '114', '12', '64', '511', '1449', '178', '187', '192', '480']
406:['169', '510', '408', '223', '525', '963', '484', '177', '1019', '114']
405:['258', '496', '121', '15', '125', '282', '682', '237', '763', '255']
404:['174', '64', '265', '121', '173', '50', '496', '12', '318', '172']
403:['64', '496', '313', '69', '87', '300', '318', '174', '603', '28']
402:['318', '64', '357', '114', '272', '98', '191', '174', '172', '178']
401:['419', '22', '923', '427', '496', '479', '79', '480', '378', '513']
400:['173', '174', '169', '318', '64', '50', '12', '114', '272', '603']
933:['480', '185', '427', '432', '496', '191', '603', '199', '114', '197']
932:['59', '50', '124', '251', '242', '127', '408', '631', '132', '23']
931:['190', '318', '408', '923', '64', '603', '483', '114', '83', '169']
930:['318', '408', '22', '520', '196', '515', '251', '316', '923', '98']
937:['318', '64', '496', '427', '357', '480', '251', '132', '302', '169']
629:['496', '318', '483', '427', '313', '603', '136', '114', '963', '480']
409:['408', '169', '513', '114', '611', '515', '183', '269', '185', '238']
408:['408', '169', '64', '318', '114', '12', '1449', '483', '603', '657']
628:['265', '86', '392', '486', '95', '98', '603', '1137', '241', '196']
758:['169', '114', '1449', '408', '89', '178', '515', '1240', '647', '357']
379:['318', '134', '483', '114', '515', '180', '657', '1449', '169', '513']
378:['483', '603', '169', '1449', '511', '357', '114', '190', '427', '251']
829:['114', '483', '603', '12', '169', '511', '657', '56', '1449', '654']
828:['89', '408', '169', '515', '12', '318', '529', '1449', '357', '178']
371:['318', '427', '603', '483', '28', '480', '657', '165', '166', '651']
370:['318', '169', '520', '408', '275', '483', '178', '515', '1449', '479']
373:['272', '316', '251', '483', '515', '315', '921', '408', '274', '478']
372:['194', '603', '196', '515', '427', '165', '480', '496', '174', '96']
375:['318', '313', '174', '172', '50', '169', '64', '190', '191', '272']
374:['300', '313', '500', '418', '83', '480', '1063', '603', '8', '520']
377:['64', '318', '12', '169', '50', '408', '114', '174', '357', '483']
376:['408', '318', '169', '64', '12', '515', '114', '302', '483', '1449']
708:['272', '174', '143', '22', '64', '318', '79', '83', '568', '69']
709:['520', '313', '205', '178', '199', '204', '169', '408', '186', '114']
704:['427', '127', '357', '474', '23', '483', '479', '1449', '513', '511']
705:['742', '392', '125', '322', '220', '1028', '159', '538', '66', '1220']
706:['408', '169', '318', '174', '480', '172', '313', '64', '173', '12']
707:['213', '514', '357', '91', '59', '558', '19', '709', '189', '451']
700:['313', '64', '272', '483', '408', '178', '172', '603', '1449', '22']
618:['357', '603', '480', '205', '169', '89', '272', '527', '114', '178']
702:['174', '50', '169', '172', '64', '963', '408', '199', '12', '181']
703:['313', '174', '173', '172', '64', '22', '79', '272', '12', '318']
393:['326', '966', '300', '226', '174', '1019', '408', '746', '1131', '205']
392:['483', '100', '654', '318', '185', '603', '1449', '408', '661', '963']
88:['320', '923', '318', '488', '1194', '316', '408', '480', '515', '921']
89:['169', '250', '174', '195', '258', '64', '272', '96', '114', '408']
397:['511', '187', '64', '98', '180', '169', '603', '173', '114', '185']
396:['313', '174', '50', '22', '316', '64', '96', '169', '408', '483']
395:['483', '178', '511', '173', '169', '114', '603', '513', '408', '191']
394:['318', '64', '178', '357', '187', '520', '483', '199', '114', '515']
82:['423', '528', '427', '12', '98', '114', '132', '136', '510', '651']
83:['313', '318', '496', '143', '96', '272', '651', '378', '172', '12']
80:['318', '169', '603', '408', '1449', '657', '480', '923', '178', '513']
81:['127', '205', '408', '480', '64', '50', '357', '258', '178', '313']
86:['169', '408', '483', '114', '603', '513', '1449', '178', '657', '100']
87:['313', '265', '169', '173', '95', '429', '520', '12', '28', '257']
84:['169', '515', '89', '483', '923', '316', '427', '1449', '114', '189']
85:['59', '408', '285', '603', '251', '1449', '178', '302', '223', '493']
797:['174', '172', '313', '173', '169', '64', '408', '511', '483', '12']
796:['966', '239', '83', '114', '169', '969', '166', '190', '651', '1016']
795:['408', '654', '114', '474', '9', '60', '134', '127', '483', '268']
794:['408', '64', '357', '318', '1449', '12', '169', '134', '474', '114']
793:['318', '12', '64', '169', '272', '357', '313', '515', '114', '1449']
792:['483', '12', '169', '603', '318', '64', '114', '513', '408', '515']
791:['408', '318', '169', '64', '483', '190', '114', '923', '199', '272']
790:['169', '12', '156', '318', '114', '408', '64', '272', '198', '48']
799:['318', '408', '603', '169', '114', '12', '1449', '483', '134', '272']
798:['774', '318', '300', '921', '22', '332', '294', '189', '326', '316']
7:['313', '302', '169', '963', '114', '408', '1169', '251', '493', '87']
601:['169', '1449', '474', '114', '285', '408', '480', '647', '1142', '513']
607:['408', '318', '178', '603', '127', '1449', '357', '169', '515', '427']
586:['408', '169', '198', '64', '282', '1019', '1137', '189', '921', '316']
587:['190', '318', '515', '114', '83', '483', '89', '191', '203', '169']
584:['169', '408', '12', '515', '64', '272', '1449', '316', '174', '480']
585:['480', '318', '515', '603', '427', '488', '178', '64', '320', '185']
582:['127', '187', '408', '169', '357', '180', '511', '474', '114', '427']
583:['127', '408', '114', '134', '169', '474', '56', '603', '318', '64']
580:['408', '169', '272', '318', '114', '603', '178', '515', '1449', '483']
581:['408', '169', '1449', '302', '114', '134', '603', '64', '474', '223']
588:['190', '205', '320', '189', '89', '213', '606', '5', '332', '191']
589:['22', '64', '143', '739', '88', '155', '316', '79', '28', '318']
245:['64', '408', '318', '12', '313', '272', '178', '480', '515', '169']
244:['14', '137', '1449', '408', '286', '285', '919', '59', '127', '198']
247:['318', '302', '357', '169', '408', '127', '520', '603', '190', '114']
246:['127', '187', '357', '340', '114', '272', '42', '408', '203', '156']
241:['408', '318', '169', '114', '603', '12', '272', '64', '483', '127']
240:['408', '318', '64', '357', '12', '169', '515', '114', '511', '187']
243:['603', '474', '408', '134', '178', '484', '114', '479', '483', '1449']
242:['302', '98', '603', '174', '96', '272', '79', '172', '483', '408']
615:['50', '511', '480', '318', '474', '1449', '285', '169', '134', '408']
249:['474', '127', '1449', '475', '187', '515', '511', '170', '192', '647']
248:['12', '408', '169', '318', '190', '357', '480', '56', '1449', '603']
924:['483', '98', '191', '520', '603', '479', '513', '169', '651', '528']
925:['64', '174', '313', '50', '22', '318', '272', '496', '12', '79']
519:['242', '302', '474', '486', '98', '194', '603', '32', '1137', '432']
518:['318', '64', '22', '496', '196', '12', '272', '173', '66', '588']
926:['408', '483', '318', '114', '64', '169', '98', '12', '173', '511']
511:['483', '408', '127', '318', '64', '357', '134', '169', '480', '185']
510:['174', '50', '64', '22', '316', '172', '181', '169', '210', '272']
513:['272', '483', '408', '318', '64', '169', '316', '313', '520', '22']
512:['408', '12', '1449', '169', '515', '89', '178', '251', '64', '114']
515:['64', '174', '496', '169', '96', '12', '173', '318', '87', '190']
514:['603', '187', '127', '705', '1449', '223', '641', '8', '496', '481']
517:['408', '169', '64', '12', '515', '480', '318', '483', '1449', '1194']
516:['408', '603', '318', '1449', '479', '316', '483', '272', '251', '64']
458:['114', '242', '156', '512', '89', '856', '511', '1449', '657', '923']
459:['313', '96', '318', '89', '28', '195', '265', '173', '210', '316']
621:['408', '127', '187', '195', '169', '114', '205', '156', '12', '168']
620:['316', '143', '22', '169', '408', '96', '12', '1019', '272', '79']
627:['98', '515', '474', '408', '657', '198', '647', '475', '173', '178']
626:['127', '114', '408', '357', '134', '192', '203', '12', '515', '483']
625:['64', '127', '178', '1449', '12', '316', '318', '285', '302', '474']
624:['318', '64', '190', '483', '357', '114', '603', '12', '191', '1449']
450:['408', '512', '48', '515', '251', '863', '1449', '189', '8', '513']
451:['313', '174', '385', '22', '210', '64', '117', '121', '282', '692']
452:['169', '316', '657', '205', '313', '178', '1', '408', '1449', '963']
453:['173', '114', '169', '127', '89', '408', '187', '192', '64', '511']
454:['282', '125', '265', '966', '739', '332', '863', '155', '328', '429']
455:['603', '178', '483', '484', '513', '480', '661', '136', '169', '474']
456:['408', '1449', '285', '198', '169', '515', '178', '89', '513', '156']
457:['603', '427', '272', '408', '199', '187', '511', '963', '657', '515']
179:['83', '64', '66', '190', '210', '174', '204', '15', '318', '255']
178:['272', '496', '186', '966', '169', '239', '963', '166', '408', '315']
177:['169', '114', '408', '474', '192', '641', '603', '1449', '134', '357']
176:['56', '474', '178', '603', '1449', '179', '114', '134', '127', '180']
175:['318', '22', '174', '313', '357', '69', '272', '427', '28', '181']
174:['302', '515', '496', '478', '318', '520', '64', '357', '191', '114']
173:['98', '193', '603', '1137', '100', '181', '515', '427', '165', '480']
172:['50', '313', '174', '172', '169', '64', '408', '272', '316', '173']
171:['169', '483', '408', '50', '1449', '114', '657', '318', '603', '98']
170:['64', '318', '408', '169', '1019', '190', '12', '1194', '480', '1449']
656:['169', '178', '1449', '603', '479', '318', '408', '174', '483', '127']
657:['318', '515', '603', '427', '357', '178', '488', '657', '187', '480']
654:['64', '316', '515', '520', '427', '272', '480', '88', '126', '199']
182:['318', '483', '64', '174', '313', '143', '515', '603', '496', '408']
183:['318', '64', '408', '515', '12', '603', '190', '272', '114', '196']
180:['408', '474', '114', '169', '64', '127', '483', '603', '189', '251']
181:['692', '318', '66', '143', '255', '64', '83', '210', '22', '204']
186:['408', '923', '316', '313', '28', '96', '241', '513', '1019', '515']
187:['169', '318', '408', '89', '611', '515', '483', '50', '1449', '190']
184:['190', '427', '1449', '408', '251', '269', '59', '178', '902', '923']
185:['64', '603', '12', '483', '408', '169', '1449', '479', '134', '427']
886:['169', '114', '313', '258', '511', '272', '1449', '408', '154', '527']
652:['64', '169', '12', '408', '318', '603', '114', '190', '1449', '657']
188:['603', '83', '169', '272', '966', '520', '480', '316', '408', '1449']
189:['116', '408', '251', '515', '98', '528', '114', '427', '169', '1449']
658:['64', '357', '114', '474', '483', '1449', '12', '480', '190', '89']
653:['173', '12', '114', '169', '190', '1019', '603', '408', '203', '515']
650:['318', '169', '64', '12', '1449', '178', '408', '611', '114', '320']
651:['318', '357', '64', '408', '169', '191', '178', '603', '427', '480']
764:['520', '12', '87', '483', '190', '265', '408', '313', '427', '515']
11:['272', '178', '313', '89', '408', '134', '483', '1131', '923', '1449']
