344:['474', '483', '513', '480', '179', '657', '180', '178', '603', '59']
590:['114', '483', '357', '513', '408', '923', '318', '89', '272', '191']
593:['515', '22', '64', '114', '427', '169', '408', '198', '57', '205']
592:['200', '520', '659', '114', '205', '91', '45', '530', '493', '792']
199:['114', '127', '357', '483', '318', '175', '474', '272', '203', '511']
198:['12', '483', '408', '285', '513', '641', '114', '190', '169', '59']
597:['318', '172', '483', '603', '496', '98', '357', '205', '64', '427']
596:['114', '408', '64', '963', '169', '98', '178', '134', '480', '511']
195:['12', '357', '50', '408', '64', '174', '169', '318', '285', '172']
194:['408', '169', '513', '963', '251', '114', '59', '641', '603', '484']
197:['173', '603', '483', '357', '480', '28', '318', '520', '523', '169']
196:['64', '318', '479', '483', '408', '114', '603', '963', '427', '169']
191:['22', '64', '169', '318', '408', '480', '515', '98', '923', '170']
190:['483', '174', '316', '513', '603', '64', '198', '515', '114', '963']
193:['124', '603', '169', '483', '659', '694', '513', '654', '923', '607']
192:['318', '169', '483', '64', '173', '408', '480', '657', '479', '513']
270:['100', '515', '427', '480', '498', '132', '750', '135', '479', '272']
271:['251', '408', '483', '153', '923', '613', '183', '144', '114', '59']
272:['408', '603', '513', '479', '180', '427', '511', '285', '114', '480']
273:['169', '480', '408', '318', '64', '176', '187', '483', '488', '136']
274:['515', '272', '408', '178', '64', '114', '603', '483', '173', '611']
275:['483', '603', '64', '178', '114', '657', '316', '604', '487', '530']
276:['191', '520', '661', '178', '480', '59', '114', '657', '483', '251']
277:['169', '64', '408', '318', '196', '114', '963', '190', '272', '268']
278:['408', '169', '64', '483', '513', '170', '474', '519', '657', '12']
279:['430', '320', '511', '272', '1449', '513', '178', '1194', '134', '306']
738:['114', '190', '483', '513', '520', '963', '134', '657', '515', '479']
524:['114', '189', '137', '923', '48', '57', '223', '357', '169', '313']
525:['272', '480', '408', '483', '114', '174', '169', '134', '313', '178']
526:['134', '654', '169', '511', '8', '12', '515', '187', '483', '114']
527:['480', '641', '483', '98', '151', '482', '272', '432', '178', '654']
520:['408', '178', '114', '479', '64', '603', '513', '272', '50', '480']
521:['64', '408', '114', '513', '318', '357', '320', '178', '169', '603']
522:['169', '483', '114', '511', '513', '272', '963', '285', '357', '474']
523:['603', '143', '480', '174', '272', '79', '483', '478', '318', '64']
599:['272', '483', '318', '64', '169', '22', '510', '196', '651', '12']
528:['169', '64', '408', '98', '483', '172', '12', '515', '963', '313']
529:['174', '313', '64', '318', '408', '50', '515', '22', '520', '480']
449:['134', '408', '603', '512', '652', '182', '12', '156', '513', '238']
448:['169', '408', '357', '603', '56', '127', '963', '474', '251', '480']
443:['318', '114', '172', '169', '64', '50', '408', '483', '22', '357']
442:['408', '474', '483', '654', '135', '134', '183', '480', '603', '285']
441:['480', '603', '357', '22', '169', '174', '427', '408', '98', '127']
440:['98', '427', '498', '496', '483', '178', '127', '318', '357', '180']
447:['64', '302', '127', '408', '357', '316', '169', '603', '272', '318']
446:['603', '513', '127', '483', '98', '316', '174', '136', '474', '478']
445:['98', '357', '483', '134', '180', '1449', '191', '135', '654', '187']
444:['169', '483', '173', '318', '474', '302', '408', '178', '191', '528']
108:['408', '483', '318', '114', '64', '169', '89', '191', '657', '511']
109:['87', '1019', '272', '326', '271', '692', '705', '651', '66', '945']
102:['169', '408', '318', '513', '64', '483', '114', '134', '603', '180']
103:['114', '169', '408', '178', '318', '199', '64', '172', '479', '483']
100:['205', '483', '318', '408', '64', '127', '657', '169', '173', '12']
101:['169', '96', '318', '64', '408', '474', '12', '114', '89', '478']
106:['251', '483', '190', '114', '178', '513', '357', '98', '496', '515']
107:['318', '285', '357', '12', '408', '603', '483', '169', '134', '114']
104:['172', '174', '173', '483', '511', '265', '56', '408', '613', '89']
105:['169', '318', '408', '513', '173', '357', '483', '100', '98', '498']
902:['98', '178', '427', '64', '511', '174', '408', '657', '488', '169']
903:['132', '285', '654', '178', '408', '134', '603', '511', '114', '489']
39:['64', '408', '50', '172', '603', '483', '12', '127', '480', '427']
38:['143', '208', '132', '174', '479', '408', '478', '1137', '285', '194']
906:['483', '169', '134', '357', '114', '174', '318', '480', '12', '513']
907:['302', '486', '194', '603', '1137', '241', '196', '423', '515', '526']
904:['169', '515', '408', '189', '127', '357', '483', '64', '98', '12']
905:['408', '513', '114', '318', '483', '173', '199', '480', '657', '488']
33:['50', '64', '169', '174', '12', '178', '603', '172', '528', '114']
32:['169', '483', '114', '127', '23', '318', '64', '187', '474', '479']
31:['127', '318', '172', '64', '191', '408', '515', '187', '12', '357']
30:['64', '408', '114', '318', '515', '316', '513', '657', '12', '480']
37:['64', '12', '483', '170', '180', '134', '169', '603', '318', '513']
36:['174', '408', '12', '513', '496', '50', '603', '427', '515', '478']
35:['603', '408', '511', '178', '114', '100', '427', '316', '272', '134']
34:['302', '474', '603', '100', '427', '23', '479', '408', '178', '318']
641:['114', '357', '318', '408', '478', '191', '169', '480', '178', '223']
640:['98', '603', '479', '483', '408', '178', '50', '187', '511', '513']
643:['182', '285', '48', '302', '512', '64', '480', '180', '513', '134']
642:['310', '274', '189', '169', '222', '300', '705', '316', '272', '161']
645:['127', '285', '187', '408', '603', '511', '192', '100', '169', '480']
644:['474', '483', '408', '318', '189', '169', '114', '170', '488', '513']
438:['174', '169', '483', '408', '64', '272', '12', '511', '313', '603']
439:['318', '515', '483', '64', '127', '98', '408', '357', '963', '603']
436:['513', '173', '318', '189', '963', '408', '114', '483', '316', '169']
437:['285', '429', '223', '659', '631', '528', '474', '427', '644', '589']
434:['194', '478', '705', '945', '98', '189', '196', '496', '272', '513']
435:['408', '320', '641', '205', '302', '251', '114', '242', '515', '966']
432:['318', '172', '483', '513', '174', '316', '498', '64', '22', '408']
433:['127', '64', '98', '483', '408', '114', '318', '313', '272', '100']
430:['205', '169', '603', '313', '408', '320', '483', '191', '357', '272']
431:['169', '64', '408', '318', '603', '316', '114', '513', '22', '479']
339:['408', '285', '512', '641', '653', '647', '169', '114', '251', '137']
338:['318', '127', '357', '493', '187', '165', '285', '694', '98', '137']
335:['408', '89', '603', '56', '134', '513', '114', '654', '169', '474']
334:['64', '357', '189', '480', '114', '963', '136', '178', '641', '511']
337:['22', '513', '174', '98', '480', '408', '178', '64', '357', '484']
336:['172', '483', '285', '302', '187', '48', '181', '357', '313', '64']
331:['127', '192', '488', '169', '483', '474', '318', '187', '1449', '408']
330:['480', '96', '272', '483', '408', '478', '127', '705', '169', '12']
333:['318', '12', '169', '114', '50', '195', '64', '603', '172', '272']
332:['603', '423', '427', '132', '408', '178', '318', '191', '169', '28']
744:['169', '318', '185', '480', '357', '515', '98', '178', '64', '223']
745:['318', '56', '1449', '300', '223', '114', '97', '357', '657', '241']
854:['178', '657', '474', '427', '169', '251', '179', '515', '408', '654']
818:['12', '50', '64', '172', '169', '179', '98', '528', '483', '59']
856:['64', '12', '318', '169', '408', '134', '483', '127', '603', '178']
857:['127', '98', '313', '318', '408', '180', '173', '197', '483', '134']
850:['483', '316', '265', '169', '313', '513', '136', '520', '251', '408']
851:['169', '195', '178', '134', '186', '408', '641', '357', '199', '168']
852:['513', '114', '169', '318', '64', '12', '89', '22', '479', '272']
819:['408', '98', '480', '272', '357', '127', '169', '483', '114', '178']
858:['318', '408', '64', '178', '114', '191', '520', '316', '174', '251']
859:['318', '357', '114', '185', '12', '178', '285', '427', '479', '483']
748:['12', '963', '134', '178', '191', '251', '513', '510', '520', '641']
6:['603', '641', '657', '251', '611', '171', '923', '48', '1021', '179']
900:['50', '169', '172', '173', '12', '408', '223', '174', '181', '511']
99:['96', '318', '195', '408', '134', '1007', '178', '272', '42', '357']
98:['408', '64', '98', '169', '114', '12', '285', '1137', '357', '318']
844:['483', '64', '272', '427', '515', '611', '408', '657', '127', '357']
91:['173', '316', '513', '144', '83', '257', '186', '114', '490', '530']
90:['513', '169', '408', '694', '114', '207', '251', '165', '484', '428']
93:['318', '64', '408', '173', '178', '194', '483', '50', '513', '169']
92:['511', '483', '114', '603', '127', '530', '272', '1449', '657', '302']
95:['251', '479', '611', '272', '963', '408', '480', '1019', '12', '427']
94:['511', '661', '480', '408', '285', '656', '611', '199', '276', '479']
97:['178', '64', '318', '479', '272', '478', '651', '11', '480', '427']
96:['169', '357', '114', '9', '657', '408', '603', '511', '202', '272']
814:['483', '178', '169', '50', '64', '191', '603', '408', '513', '651']
815:['272', '64', '408', '22', '478', '15', '242', '169', '12', '963']
740:['318', '408', '114', '64', '515', '178', '272', '169', '657', '603']
741:['318', '12', '127', '408', '483', '64', '603', '89', '114', '45']
742:['603', '318', '64', '480', '357', '408', '272', '483', '515', '191']
743:['474', '169', '12', '483', '89', '134', '285', '190', '657', '513']
559:['190', '169', '408', '114', '64', '48', '474', '483', '488', '178']
558:['64', '127', '408', '12', '318', '134', '96', '483', '169', '87']
746:['313', '318', '173', '178', '272', '496', '195', '98', '963', '520']
747:['191', '641', '165', '657', '922', '60', '647', '197', '646', '242']
555:['408', '189', '272', '709', '134', '199', '483', '178', '479', '513']
554:['408', '97', '483', '357', '480', '178', '114', '134', '64', '313']
557:['408', '64', '169', '318', '427', '1137', '170', '483', '496', '923']
556:['408', '357', '114', '191', '480', '515', '488', '185', '963', '285']
551:['427', '178', '134', '191', '57', '408', '480', '253', '902', '521']
550:['174', '64', '195', '318', '408', '12', '172', '272', '169', '114']
553:['127', '357', '408', '185', '12', '114', '318', '659', '64', '223']
552:['64', '169', '318', '408', '22', '603', '513', '178', '114', '143']
238:['134', '272', '64', '169', '318', '408', '114', '170', '515', '488']
239:['285', '657', '480', '199', '856', '661', '86', '275', '490', '641']
234:['169', '408', '114', '251', '1137', '275', '633', '1524', '57', '315']
235:['169', '408', '357', '172', '173', '127', '641', '134', '168', '180']
236:['515', '19', '603', '604', '488', '615', '114', '30', '357', '178']
237:['318', '12', '272', '114', '89', '50', '302', '511', '251', '316']
230:['318', '194', '529', '316', '651', '57', '313', '408', '169', '480']
231:['64', '483', '318', '408', '651', '519', '114', '603', '480', '357']
232:['408', '187', '169', '285', '180', '134', '479', '114', '427', '228']
233:['316', '489', '185', '488', '519', '408', '513', '427', '480', '19']
1:['276', '357', '302', '318', '285', '484', '512', '483', '408', '313']
614:['513', '357', '180', '169', '480', '114', '483', '408', '176', '134']
146:['190', '318', '178', '603', '657', '64', '408', '114', '134', '474']
147:['474', '408', '318', '134', '114', '191', '178', '513', '272', '357']
144:['408', '169', '82', '520', '705', '134', '483', '114', '513', '199']
145:['357', '483', '511', '661', '114', '480', '205', '204', '1142', '168']
142:['318', '114', '272', '64', '100', '483', '357', '223', '12', '963']
143:['318', '603', '185', '480', '427', '963', '12', '656', '604', '223']
140:['318', '114', '408', '178', '483', '169', '513', '251', '64', '316']
141:['22', '174', '64', '161', '487', '28', '272', '478', '316', '178']
612:['169', '64', '318', '114', '408', '357', '98', '519', '189', '190']
613:['408', '169', '483', '515', '98', '513', '173', '178', '114', '652']
610:['603', '285', '169', '357', '64', '515', '529', '408', '136', '488']
611:['408', '169', '114', '923', '12', '603', '64', '657', '430', '134']
616:['187', '318', '98', '169', '100', '479', '483', '603', '408', '64']
617:['173', '124', '114', '474', '169', '603', '483', '116', '657', '285']
148:['483', '199', '12', '513', '272', '22', '64', '479', '480', '316']
149:['357', '285', '169', '134', '408', '127', '12', '474', '64', '483']
912:['408', '127', '275', '529', '488', '478', '485', '923', '603', '48']
942:['169', '408', '64', '22', '603', '963', '96', '483', '136', '513']
943:['430', '302', '313', '963', '603', '169', '483', '530', '180', '513']
940:['22', '318', '114', '408', '64', '178', '963', '169', '483', '603']
941:['169', '50', '100', '603', '64', '174', '98', '483', '12', '313']
768:['64', '169', '408', '318', '12', '189', '258', '520', '480', '183']
689:['408', '64', '483', '318', '657', '22', '12', '127', '172', '511']
688:['242', '346', '474', '265', '465', '86', '257', '392', '486', '144']
685:['174', '50', '12', '172', '64', '318', '408', '474', '483', '515']
684:['923', '169', '480', '174', '144', '132', '603', '96', '114', '272']
687:['169', '513', '187', '480', '357', '173', '12', '483', '408', '191']
686:['479', '483', '408', '199', '513', '114', '657', '1007', '647', '1449']
681:['408', '483', '479', '427', '134', '515', '513', '313', '285', '169']
680:['474', '603', '657', '173', '64', '12', '114', '511', '178', '520']
683:['318', '114', '657', '483', '12', '169', '408', '603', '185', '64']
682:['302', '408', '194', '313', '480', '178', '478', '1449', '963', '132']
623:['64', '22', '313', '174', '480', '173', '169', '172', '408', '357']
622:['318', '186', '483', '45', '205', '114', '251', '513', '313', '659']
133:['302', '50', '174', '318', '169', '64', '173', '172', '480', '100']
132:['318', '64', '357', '603', '408', '98', '483', '480', '190', '178']
131:['318', '64', '408', '357', '48', '511', '178', '603', '169', '512']
130:['480', '178', '318', '487', '320', '191', '489', '488', '498', '169']
137:['302', '474', '603', '480', '648', '272', '483', '408', '178', '318']
136:['513', '408', '169', '98', '657', '64', '114', '479', '170', '483']
135:['408', '483', '318', '169', '199', '64', '316', '513', '480', '285']
134:['174', '169', '408', '483', '50', '318', '478', '64', '531', '641']
494:['313', '12', '318', '172', '22', '134', '272', '114', '408', '963']
495:['7', '187', '180', '192', '272', '408', '484', '480', '134', '603']
139:['483', '603', '513', '318', '170', '169', '408', '98', '659', '114']
138:['408', '114', '64', '50', '174', '480', '169', '427', '127', '272']
490:['178', '408', '174', '172', '12', '185', '134', '168', '313', '285']
491:['603', '114', '169', '183', '182', '483', '528', '694', '641', '653']
492:['408', '98', '168', '603', '114', '12', '178', '197', '302', '179']
493:['313', '64', '272', '169', '408', '496', '493', '190', '513', '520']
24:['272', '483', '408', '488', '496', '134', '923', '50', '498', '603']
25:['64', '272', '318', '12', '196', '513', '963', '483', '302', '603']
26:['357', '12', '64', '169', '98', '318', '483', '272', '661', '408']
27:['318', '513', '357', '408', '528', '427', '169', '483', '48', '199']
20:['408', '114', '79', '169', '963', '589', '198', '12', '173', '1449']
21:['64', '12', '144', '302', '357', '318', '169', '180', '427', '22']
22:['64', '98', '12', '357', '114', '178', '318', '475', '151', '69']
23:['169', '474', '515', '285', '251', '657', '529', '480', '23', '12']
927:['172', '12', '22', '483', '513', '181', '480', '316', '272', '318']
28:['64', '169', '272', '963', '408', '172', '313', '520', '144', '318']
29:['64', '408', '169', '513', '318', '603', '173', '483', '199', '178']
820:['318', '357', '272', '483', '427', '408', '480', '50', '134', '98']
407:['272', '318', '963', '12', '114', '251', '513', '178', '64', '475']
406:['408', '114', '257', '169', '302', '963', '646', '1142', '178', '192']
405:['144', '1142', '272', '151', '705', '282', '496', '133', '596', '531']
404:['172', '174', '169', '483', '50', '64', '496', '181', '427', '480']
403:['98', '173', '483', '79', '511', '265', '603', '64', '114', '408']
402:['318', '98', '427', '496', '173', '64', '169', '22', '187', '178']
401:['22', '313', '488', '496', '568', '57', '251', '241', '134', '427']
400:['318', '169', '272', '50', '114', '483', '89', '408', '493', '64']
933:['603', '185', '302', '114', '408', '199', '169', '641', '657', '661']
932:['124', '127', '60', '187', '641', '192', '512', '656', '59', '318']
931:['98', '318', '408', '169', '114', '189', '178', '357', '483', '12']
930:['496', '1194', '603', '483', '98', '513', '318', '408', '657', '178']
937:['318', '98', '127', '496', '483', '64', '190', '603', '427', '134']
629:['496', '313', '318', '603', '79', '1449', '515', '480', '408', '97']
409:['114', '408', '169', '137', '272', '64', '963', '302', '611', '694']
408:['483', '178', '64', '98', '189', '357', '408', '169', '515', '134']
628:['474', '86', '486', '144', '1', '98', '193', '603', '32', '1137']
758:['178', '169', '515', '513', '408', '156', '182', '132', '42', '530']
379:['408', '318', '272', '302', '483', '963', '114', '513', '180', '484']
378:['480', '357', '515', '114', '408', '427', '483', '169', '57', '251']
829:['127', '357', '134', '483', '205', '603', '514', '12', '511', '316']
828:['98', '318', '9', '114', '513', '483', '191', '178', '656', '199']
371:['318', '483', '427', '408', '190', '515', '316', '945', '172', '285']
370:['483', '272', '318', '515', '178', '488', '654', '316', '127', '1449']
373:['483', '659', '408', '498', '513', '251', '313', '320', '272', '1194']
372:['603', '515', '427', '480', '498', '496', '483', '408', '178', '127']
375:['50', '318', '357', '127', '169', '98', '483', '657', '114', '611']
374:['187', '511', '189', '1063', '165', '644', '114', '133', '705', '313']
377:['318', '603', '357', '114', '513', '483', '408', '480', '654', '515']
376:['515', '12', '513', '483', '480', '316', '127', '251', '318', '479']
708:['173', '22', '174', '64', '79', '98', '28', '189', '651', '318']
709:['408', '302', '179', '963', '114', '496', '272', '1449', '12', '603']
704:['169', '114', '498', '357', '127', '515', '124', '511', '483', '659']
705:['316', '189', '170', '408', '114', '169', '483', '1194', '612', '1449']
706:['174', '408', '96', '313', '963', '515', '64', '318', '195', '69']
707:['408', '272', '213', '131', '1137', '515', '114', '475', '169', '19']
700:['272', '408', '520', '483', '172', '191', '89', '313', '134', '657']
618:['480', '357', '604', '194', '482', '511', '180', '603', '429', '489']
702:['483', '318', '488', '174', '64', '408', '169', '251', '528', '127']
703:['318', '174', '22', '513', '408', '316', '64', '173', '172', '265']
393:['515', '300', '408', '114', '174', '478', '513', '198', '1194', '251']
392:['483', '603', '484', '318', '408', '651', '480', '357', '507', '661']
88:['178', '64', '272', '528', '483', '60', '923', '427', '169', '408']
89:['408', '318', '64', '169', '272', '657', '114', '589', '251', '513']
397:['98', '511', '187', '603', '654', '169', '408', '661', '168', '514']
396:['488', '483', '513', '480', '1449', '223', '963', '316', '198', '79']
395:['408', '12', '285', '513', '483', '178', '134', '654', '114', '511']
394:['318', '302', '169', '603', '199', '64', '513', '272', '100', '114']
82:['12', '172', '923', '408', '663', '651', '187', '98', '427', '285']
83:['12', '318', '143', '651', '96', '408', '169', '222', '523', '194']
80:['174', '22', '408', '313', '169', '963', '190', '272', '318', '98']
81:['357', '114', '408', '603', '64', '57', '496', '48', '963', '174']
86:['169', '12', '408', '480', '483', '64', '275', '515', '174', '272']
87:['98', '114', '169', '12', '408', '483', '419', '963', '513', '487']
84:['173', '513', '474', '479', '603', '480', '169', '199', '48', '179']
85:['408', '169', '12', '178', '603', '242', '285', '114', '487', '475']
797:['172', '174', '483', '169', '480', '178', '191', '173', '657', '199']
796:['963', '408', '239', '166', '169', '613', '310', '208', '136', '519']
795:['483', '654', '528', '285', '134', '513', '272', '408', '474', '178']
794:['408', '12', '114', '357', '169', '318', '657', '483', '64', '302']
793:['408', '114', '98', '603', '483', '315', '318', '513', '656', '480']
792:['178', '408', '480', '474', '603', '12', '134', '479', '478', '483']
791:['408', '64', '513', '174', '483', '169', '114', '318', '427', '488']
790:['408', '12', '963', '114', '169', '64', '189', '178', '302', '603']
799:['515', '98', '169', '483', '513', '408', '318', '189', '963', '114']
798:['300', '169', '64', '96', '316', '408', '189', '483', '166', '430']
7:['114', '408', '963', '313', '302', '169', '57', '276', '516', '887']
601:['474', '175', '134', '251', '963', '171', '169', '23', '641', '285']
607:['318', '98', '357', '169', '64', '114', '603', '127', '197', '661']
586:['19', '481', '357', '191', '1194', '320', '64', '515', '966', '57']
587:['172', '12', '50', '64', '408', '169', '474', '430', '530', '60']
584:['12', '318', '408', '483', '357', '316', '272', '64', '22', '192']
585:['57', '483', '178', '134', '223', '735', '357', '705', '272', '318']
582:['12', '127', '483', '56', '185', '603', '357', '98', '657', '427']
583:['172', '408', '169', '50', '657', '318', '64', '127', '134', '302']
580:['114', '408', '127', '12', '179', '657', '134', '169', '603', '474']
581:['408', '98', '114', '659', '603', '318', '483', '657', '178', '513']
588:['480', '482', '169', '199', '196', '408', '488', '64', '632', '607']
589:['22', '316', '15', '174', '318', '64', '205', '265', '357', '483']
245:['408', '427', '134', '357', '318', '127', '483', '187', '12', '479']
244:['603', '134', '483', '479', '302', '178', '124', '515', '657', '923']
247:['318', '114', '178', '223', '603', '483', '357', '480', '478', '408']
246:['483', '127', '209', '603', '480', '42', '484', '64', '179', '661']
241:['515', '408', '603', '100', '169', '127', '513', '318', '114', '483']
240:['114', '408', '169', '318', '134', '100', '57', '513', '12', '98']
243:['180', '134', '408', '178', '483', '923', '199', '169', '654', '427']
242:['480', '272', '483', '408', '318', '484', '169', '513', '114', '316']
615:['134', '408', '64', '12', '285', '50', '474', '611', '318', '511']
249:['515', '127', '269', '654', '657', '134', '474', '251', '513', '524']
248:['56', '178', '12', '408', '134', '195', '318', '357', '963', '603']
924:['98', '483', '272', '191', '657', '1194', '169', '513', '484', '603']
925:['408', '64', '192', '59', '134', '127', '513', '480', '189', '483']
519:['242', '265', '86', '486', '98', '603', '1137', '515', '165', '174']
518:['12', '22', '272', '302', '114', '96', '408', '79', '313', '28']
926:['483', '50', '12', '408', '172', '318', '114', '134', '316', '174']
511:['603', '100', '408', '318', '64', '114', '357', '12', '169', '174']
510:['174', '318', '22', '50', '64', '483', '408', '89', '169', '172']
513:['603', '427', '174', '272', '79', '172', '483', '408', '318', '64']
512:['169', '408', '187', '64', '98', '480', '357', '603', '483', '189']
515:['318', '169', '520', '22', '272', '174', '64', '408', '480', '114']
514:['963', '530', '513', '223', '251', '512', '285', '641', '520', '484']
517:['318', '114', '408', '357', '194', '513', '79', '511', '174', '483']
516:['114', '408', '318', '488', '64', '483', '589', '316', '479', '272']
458:['657', '89', '340', '156', '306', '205', '923', '59', '344', '268']
459:['408', '114', '265', '83', '189', '316', '169', '511', '615', '513']
621:['302', '56', '408', '64', '114', '127', '98', '134', '641', '318']
620:['48', '408', '316', '434', '480', '187', '192', '320', '189', '114']
627:['169', '513', '1021', '512', '408', '661', '656', '156', '479', '189']
626:['169', '100', '408', '64', '483', '515', '98', '285', '114', '12']
625:['114', '318', '12', '272', '64', '178', '89', '923', '963', '488']
624:['483', '603', '98', '178', '64', '114', '479', '318', '408', '12']
450:['513', '408', '1007', '641', '251', '1194', '8', '48', '524', '963']
451:['64', '197', '520', '172', '487', '12', '656', '181', '187', '651']
452:['657', '320', '611', '272', '251', '178', '487', '357', '493', '511']
453:['64', '408', '114', '89', '302', '169', '483', '173', '205', '96']
454:['216', '241', '963', '265', '408', '178', '57', '966', '489', '83']
455:['483', '408', '603', '114', '316', '484', '192', '479', '657', '185']
456:['408', '318', '515', '169', '114', '514', '513', '654', '657', '1103']
457:['603', '480', '479', '408', '251', '513', '641', '511', '657', '272']
179:['318', '64', '114', '50', '286', '408', '194', '357', '483', '651']
178:['496', '169', '408', '963', '515', '166', '251', '114', '659', '498']
177:['483', '408', '134', '114', '285', '272', '199', '180', '169', '474']
176:['12', '408', '603', '474', '64', '480', '187', '427', '98', '127']
175:['174', '22', '357', '181', '144', '515', '427', '79', '313', '178']
174:['318', '22', '114', '64', '1007', '199', '156', '478', '483', '513']
173:['603', '181', '480', '174', '96', '479', '272', '172', '483', '408']
172:['169', '22', '318', '174', '187', '64', '661', '480', '656', '641']
171:['64', '603', '357', '178', '318', '480', '169', '427', '100', '408']
170:['427', '408', '511', '313', '513', '483', '318', '22', '357', '647']
656:['318', '64', '357', '12', '50', '483', '408', '127', '313', '174']
657:['134', '513', '408', '921', '285', '169', '515', '488', '170', '19']
654:['190', '166', '427', '478', '64', '96', '515', '316', '483', '178']
182:['408', '174', '12', '483', '114', '64', '515', '603', '657', '480']
183:['169', '318', '512', '603', '528', '48', '480', '427', '19', '185']
180:['209', '178', '474', '427', '238', '185', '513', '483', '408', '124']
181:['22', '216', '318', '316', '692', '64', '313', '197', '187', '651']
186:['313', '408', '483', '265', '318', '22', '172', '963', '15', '174']
187:['318', '169', '483', '528', '100', '657', '127', '199', '515', '408']
184:['474', '169', '923', '114', '408', '659', '513', '45', '589', '205']
185:['408', '483', '169', '657', '603', '479', '174', '357', '172', '511']
886:['603', '185', '169', '199', '114', '480', '427', '654', '408', '963']
652:['174', '64', '318', '169', '357', '427', '134', '408', '12', '178']
188:['302', '272', '479', '169', '408', '313', '12', '134', '923', '513']
189:['515', '408', '64', '168', '169', '519', '23', '606', '187', '205']
658:['187', '483', '64', '134', '114', '285', '480', '12', '474', '513']
653:['661', '114', '408', '326', '169', '430', '963', '165', '12', '483']
650:['408', '169', '318', '114', '251', '12', '963', '923', '242', '611']
651:['191', '318', '64', '408', '357', '657', '603', '178', '513', '480']
764:['427', '603', '480', '408', '357', '127', '12', '272', '604', '208']
11:['515', '114', '479', '169', '513', '483', '657', '178', '488', '199']
10:['318', '408', '114', '427', '169', '515', '89', '963', '923', '190']
13:['192', '644', '528', '1103', '136', '641', '633', '945', '131', '133']
12:['272', '173', '22', '313', '483', '513', '223', '484', '178', '963']
15:['513', '12', '408', '136', '603', '488', '357', '478', '663', '89']
14:['169', '114', '513', '657', '483', '652', '641', '48', '190', '318']
