12989,2915
12990,200
12991,405
12993,240
12994,440
12995,98
12997,648
12999,342
13000,379
13001,5497
13002,73
13003,103
13004,4796
13005,167
13006,55
13008,115
13011,13
13012,671
13013,2217
13014,886
13015,1617
13016,527
13017,48
13018,5434
13021,1336
13023,286
13026,1586
13027,17280
13028,796
13029,134
13030,394
13032,367
13033,83
13034,369
13035,627
13037,431
13038,360
13040,355
13043,251
13044,429
13045,221
13046,264
13047,1355
13048,1230
13049,268
13050,3707
13052,222
13055,891
13058,52
13059,35
13060,123
13061,107
13062,343
13064,516
13065,74
13066,320
13067,32
13068,200
13069,5466
13070,110
13072,69
13075,485
13077,863
13078,5557
13079,62
13080,120
13081,19021
13082,4313
13083,187
13085,108
13089,30787
13090,2194
13091,450
13092,271
13093,3943
13094,1542
13095,144
13097,2341
13098,15911
13099,288
13101,113
13102,4160
13103,82
13104,504
13106,14
13107,1288
13108,298
13109,514
13110,384
13113,2594
13115,1534
13116,290
13117,945
13118,389
13120,12
13121,227
13122,585
13124,2147
13126,2130
13127,127
13130,32
13131,443
13132,20
13133,32
13134,1044
13135,4300
13136,1312
13137,2225
13138,473
13139,2418
13140,186
13141,1547
13142,258
13144,21
13145,142
13146,154
13147,144
13148,1828
13149,1280
13151,361
13153,418
13154,-1
13155,497
13157,1430
13158,784
13159,1045
13160,56
13161,29
13162,1663
13165,1376
13166,214
13167,785
13168,680
13169,272
13170,147
13171,227
13173,277
13174,1395
13176,453
13177,91
13178,3570
13182,201
13183,2208
13184,1662
13185,12
13186,804
13187,95
13188,25
13189,842
13192,595
13193,50
13194,26
13196,1224
13198,2645
13199,6172
13200,516
13203,800
13207,130
13208,786
13209,4232
13210,316
13211,874
13212,309
13213,1357
13216,297
13217,114
13218,88
13220,196
13221,244
13223,88
13224,1512
13225,3352
13226,80
13227,99
13228,200
13229,63
13230,1544
13232,778
13233,1004
13235,440
13236,411
13238,296
13239,363
13240,298
13242,130
13243,233
13244,38
13245,125
13246,1552
13247,328
13248,305
13249,546
13253,1572
13255,174
13256,12540
13258,287
13259,132
13260,142
13261,210
13262,125
13263,4780
13265,1752
13266,4299
13267,1939
13268,3635
13269,3509
13270,200
13271,181
13272,96
13273,153
13276,161
13277,176
13278,537
13279,70
13280,522
13282,289
13283,90
13284,79
13285,2051
13291,233
13292,347
13294,453
13295,81
13296,78
13297,963
13298,96
13299,30
13300,201
13301,345
13302,5
13304,238
13305,1232
13307,4
13308,840
13309,1544
13310,575
13311,305
13313,851
13314,484
13316,6947
13317,1003
13318,304
13319,4686
13320,1066
13321,372
13322,117
13323,175
13324,5200
13325,240
13327,1588
13328,680
13329,427
13330,751
13332,179
13334,1774
13336,559
13338,247
13339,326
13340,5770
13341,301
13343,126
13344,971
13345,139
13347,205
13348,136
13349,225
13350,284
13351,117
13352,315
13354,604
13355,314
13356,325
13357,322
13358,285
13359,159
13362,1379
13363,710
13364,0
13365,1238
13366,144
13368,327
13369,127
13370,336
13372,159
13373,1651
13375,441
13376,493
13379,601
13381,2027
13382,131
13384,2415
13385,281
13388,281
13389,429
13390,224
13391,4
13394,2215
13395,336
13396,592
13397,429
13398,281
13402,479
13403,44
13404,111
13405,165
13408,16119
13410,513
13411,72
13414,1574
13416,142
13417,162
13418,3839
13419,275
13420,88
13421,1180
13422,1321
13425,1123
13426,2224
13427,545
13428,156
13429,1390
13430,738
13431,672
13434,300
13435,2125
13436,76
13437,1283
13439,242
13441,204
13447,577
13448,1638
13449,222
13450,1982
13451,2143
13452,2
13453,134
13455,345
13456,756
13458,5460
13460,286
13461,1170
13462,61
13464,403
13466,258
13467,584
13468,2581
13470,100
13471,1590
13473,260
13474,132
13475,1012
13476,414
13477,1018
13479,133
13481,1127
13482,116
13483,160
13484,44
13485,277
13486,669
13487,265
13488,4512
13489,560
13491,903
13492,408
13493,380
13494,162
13495,814
13496,329
13497,159
13499,1358
13500,585
13501,557
13502,264
13503,248
13504,178
13505,2461
13506,321
13507,1597
13508,24
13509,1106
13510,1382
13512,143
13513,109
13514,40
13515,681
13516,985
13517,1360
13518,392
13519,22
13520,1642
13521,736
13522,44
13523,1745
13524,324
13525,394
13527,1673
13529,74
13531,174
13532,129
13533,204
13534,2876
13536,2136
13538,175
13539,314
13544,127
13546,359
13548,441
13549,457
13551,12
13552,1386
13555,2660
13557,546
13558,344
13560,64
13561,83
13562,757
13563,209
13564,659
13565,172
13566,575
13568,70
13569,164
13570,161
13571,1759
13572,534
13573,303
13575,449
13576,2640
13577,771
13579,176
13581,30
13583,725
13584,37
13587,160
13588,2573
13589,114
13590,1846
13591,485
13592,84
13593,707
13594,359
13596,406
13598,57
13599,3169
13600,324
13601,548
13602,267
13603,164
13606,279
13607,290
13610,514
13611,762
13614,570
13615,183
13617,300
13618,246
13621,343
13623,286
13626,209
13627,1266
13629,4372
13630,1377
13631,460
13632,1036
13634,704
13635,677
13636,586
13637,409
13638,93
13639,800
13642,173
13643,273
13644,2060
13645,158
13647,894
13649,139
13650,918
13651,33
13652,578
13654,2182
13655,605
13656,490
13657,209
13658,1009
13659,879
13662,538
13663,91
13666,41
13667,154
13668,3637
13669,237
13670,282
13672,-1
13673,119
13675,330
13678,924
13680,1267
13681,360
13682,10
13684,38
13685,5056
13686,70
13689,512
13690,67
13692,1224
13693,-6
13694,61803
13695,1603
13697,177
13699,66
13700,2304
13703,10
13704,1528
13705,363
13706,189
13707,351
13708,306
13709,3501
13710,176
13711,140
13712,352
13715,555
13716,138
13717,1958
13718,173
13719,609
13720,501
13721,316
13722,1400
13723,43
13725,659
13726,1054
13727,162
13728,458
13730,488
13731,278
13732,498
13735,1083
13736,493
13737,125
13739,54
13740,425
13741,217
13742,1116
13743,1775
13744,1249
13745,486
13747,8
13748,439
13750,516
13751,152
13752,876
13753,512
13754,214
13755,1241
13756,3164
13758,1844
13759,287
13760,197
13761,642
13762,0
13763,725
13764,932
13767,7258
13769,1152
13771,1476
13772,546
13774,192
13777,12804
13778,70
13780,318
13781,30
13782,371
13784,2493
13786,136
13787,337
13790,748
13791,828
13792,92
13798,23514
13799,402
13800,331
13801,168
13802,2281
13803,121
13804,1498
13805,1900
13806,56
13807,36
13808,782
13809,29
13810,311
13811,67
13812,333
13813,550
13814,862
13815,2557
13816,260
13817,211
13819,1109
13821,153
13822,611
13823,439
13824,768
13826,80
13827,141
13828,311
13829,-12
13831,745
13832,25
13833,118
13835,442
13837,183
13838,263
13841,100
13842,1768
13844,196
13845,182
13846,383
13848,3700
13849,1016
13850,941
13851,1705
13853,304
13854,2278
13856,484
13858,75
13859,129
13860,589
13862,1682
13863,219
13865,204
13866,57
13867,513
13868,1964
13869,1721
13870,1320
13871,2801
13873,138
13874,180
13875,1316
13876,36
13877,108
13878,475
13880,1842
13881,10062
13882,950
13883,1368
13884,297
13885,182
13886,126
13887,147
13888,258
13889,146
13890,826
13892,983
13893,190
13894,339
13895,1364
13897,200
13898,133
13899,156
13900,430
13901,1739
13904,332
13908,1470
13911,2731
13914,379
13917,228
13918,1140
13919,437
13922,93
13923,185
13924,1532
13925,327
13926,104
13927,214
13928,129
13929,139
13930,274
13931,721
13932,72
13933,205
13934,390
13936,324
13937,123
13938,70
13939,843
13940,516
13941,2307
13946,443
13947,44
13948,40
13949,2474
13950,321
13951,459
13952,1425
13953,2724
13954,141
13955,154
13956,491
13958,-23
13959,357
13960,142
13962,87
13963,460
13967,42
13969,4483
13971,1818
13972,187
13973,109
13974,249
13975,1725
13976,154
13978,315
13979,639
13980,172
13982,1132
13983,1170
13984,271
13985,3439
13986,430
13988,3025
13989,1313
13990,190
13991,996
13992,64
13993,892
13994,940
13995,867
13999,2231
14000,707
14001,959
14002,877
14004,2668
14005,2478
14006,641
14009,361
14012,160
14013,462
14014,1076
14015,378
14016,2124
14019,1034
14020,441
14021,192
14022,487
14023,345
14024,150
14027,62
14029,198
14030,1479
14031,5370
14032,2008
14034,315
14035,739
14036,268
14037,46
14038,963
14039,92
14040,1524
14041,94
14044,308
14045,535
14046,460
14047,377
14048,274
14049,3846
14050,689
14051,3741
14052,89
14053,215
14054,62
14055,216
14056,4232
14057,4708
14059,128
14060,5374
14062,5593
14064,1350
14066,45
14067,361
14068,73
14071,900
14073,128
14075,754
14076,81
14077,268
14078,310
14079,301
14080,48
14081,593
14082,110
14083,732
14085,3183
14087,250
14088,12593
14089,134
14090,72
14092,2061
14093,406
14096,16335
14098,104
14099,2177
14100,64
14101,6942
14102,938
14104,72
14105,798
14107,1788
14108,380
14109,56
14110,2455
14111,457
14112,1608
14113,635
14114,101
14116,707
14117,72
14119,-2
14121,2078
14124,1618
14125,1640
14126,458
14127,321
14128,564
14129,592
14130,258
14132,3366
14133,342
14135,3850
14138,610
14139,510
14140,809
14141,337
14142,313
14143,30
14145,636
14146,1886
14147,96
14148,16
14149,129
14150,496
14152,699
14154,465
14155,25
14156,57025
14157,273
14158,781
14159,4395
14161,455
14162,142
14163,893
14164,1033
14165,54
14167,150
14171,167
14173,150
14174,94
14175,1461
14176,207
14177,204
14178,1505
14179,330
14180,710
14184,127
14185,6
14188,1145
14189,3919
14191,3657
14193,445
14194,5783
14195,702
14196,142
14198,280
14199,28
14201,578
14204,82
14205,99
14206,274
14208,114
14209,688
14210,759
14211,1232
14212,1152
14213,-244
14214,748
14215,1354
14216,594
14217,677
14218,160
14219,78
14220,272
14221,2190
14222,607
14223,583
14224,514
14226,1301
14227,1811
14229,590
14231,402
14232,1937
14233,671
14234,963
14235,1947
14236,310
14237,38
14238,111
14239,986
14240,418
14241,146
14242,123
14243,1204
14245,971
14246,804
14247,47
14248,102
14250,1200
14251,1674
14256,410
14257,1677
14258,7098
14259,68
14261,406
14262,1645
14264,66
14265,330
14267,461
14270,197
14271,88
14272,599
14273,264
14276,723
14277,1624
14280,52
14282,2668
14284,157
14285,541
14286,4306
14287,236
14288,187
14289,292
14290,913
14291,2748
14292,1643
14293,709
14295,82
14297,861
14298,58021
14299,2013
14300,32
14301,600
14304,54
14305,1069
14306,1073
14307,2058
14309,1619
14311,125
14312,1012
14314,296
14315,1010
14317,255
14320,239
14321,2406
14323,340
14326,99
14327,139
14329,3075
14331,252
14332,481
14333,52
14334,1730
14335,379
14336,1759
14338,329
14339,150
14340,58
14341,1401
14342,337
14344,477
14345,50
14346,605
14348,183
14349,86
14350,166
14351,12
14352,538
14353,64
14354,210
14355,92
14356,266
14357,148
14359,363
14360,1151
14362,100
14364,1967
14367,4410
14368,36
14371,34
14373,17
14375,194
14377,219
14379,292
14381,146
14382,1237
14383,817
14385,159
14386,54
14387,819
14388,1933
14389,702
14390,2125
14393,13
14395,1689
14396,225
14397,1852
14400,450
14401,4505
14403,513
14404,831
14406,77
14407,1412
14408,1616
14409,1158
14410,293
14411,196
14412,784
14413,68
14414,2509
14415,2973
14416,326
14418,1711
14419,487
14420,333
14421,365
14422,2906
14423,120
14424,48
14426,2339
14427,228
14428,428
14431,122
14432,2070
14434,368
14436,129
14437,59
14438,82
14439,526
14440,588
14441,430
14442,475
14443,931
14446,933
14447,571
14448,104
14449,757
14450,241
14451,389
14452,119
14453,49
14456,2901
14457,88
14459,760
14460,869
14461,766
14462,932
14463,179
14465,405
14466,1006
14467,278
14470,193
14472,1160
14473,88
14474,139
14475,428
14476,132
14477,719
14479,117
14480,143
14481,489
14482,1646
14483,95
14484,210
14485,71
14487,734
14488,793
14489,299
14491,139
14493,1279
14494,92
14495,62
14496,159
14497,233
14498,1098
14499,501
14500,117
14501,119
14502,1483
14503,2004
14504,308
14505,2743
14506,730
14507,588
14508,131
14511,772
14512,122
14513,355
14514,589
14515,1134
14517,91
14518,278
14520,146
14522,525
14523,251
14524,676
14525,2662
14527,2049
14528,278
14529,348
14530,1410
14532,284
14533,2777
14534,1925
14535,1825
14536,40
14537,120
14538,155
14539,428
14540,421
14541,647
14542,19
14543,600
14544,1543
14546,1287
14547,2658
14548,256
14549,136
14550,394
14551,106
14552,91
14553,493
14554,1478
14555,130
14557,0
14560,1223
14561,1014
14562,1670
14565,1532
14566,800
14567,410
14569,79
14570,95
14572,1425
14573,538
14576,12
14577,353
14578,240
14581,217
14582,73
14583,792
14584,379
14585,91
14586,236
14587,759
14589,5
14591,1297
14592,415
14593,332
14594,185
14595,978
14597,577
14598,189
14600,125
14601,168
14603,400
14606,5978
14607,7998
14608,437
14609,7026
14616,104
14618,261
14619,145
14620,188
14621,987
14622,146
14623,417
14624,162
14625,330
14626,1387
14627,-5
14628,272
14629,376
14631,622
14632,96
14633,96
14636,241
14638,166
14639,1428
14640,829
14641,90
14642,76
14643,755
14644,252
14645,381
14646,196719
14647,95
14649,1018
14651,344
14652,53
14653,950
14655,1088
14656,120
14657,465
14658,47
14659,1183
14660,228
14661,35
14662,602
14664,466
14665,500
14666,161
14667,5382
14669,775
14670,337
14672,454
14673,1004
14675,341
14676,2498
14679,-1
14680,12474
14681,76
14682,80
14684,853
14687,470
14688,3222
14689,76
14690,163
14691,707
14692,255
14693,34
14696,1626
14697,181
14698,615
14699,77
14700,1342
14701,909
14702,1444
14703,183
14704,1082
14705,100
14708,615
14709,2482
14710,378
14711,966
14712,315
14713,1613
14714,229
14715,521
14716,604
14719,1031
14720,219
14722,120
14723,695
14725,593
14727,62
14729,197
14730,1132
14731,256
14732,1402
14733,3725
14735,2160
14737,345
14738,576
14739,3817
14740,729
14741,841
14744,625
14745,1020
14747,82
14748,1192
14752,260
14753,211
14754,486
14755,2217
14756,416
14757,160
14758,419
14759,569
14760,28
14761,118
14762,341
14764,175
14765,135
14766,1323
14768,34
14769,7406
14770,490
14772,82
14775,1174
14776,2688
14777,-9
14778,306
14779,84
14780,310
14782,114
14784,237
14785,84
14788,421
14789,116
14790,699
14792,0
14793,88
14794,669
14795,17
14796,5942
14798,150
14799,146
14800,3634
14801,175
14803,370
14804,121
14805,115
14806,330
14808,2054
14810,1016
14813,67
14815,744
14816,5
14817,655
14818,324
14819,109
14820,253
14821,20
14823,88
14824,525
14825,991
14828,2172
14829,414
14830,169
14834,731
14836,45
14837,1430
14840,31
14841,1778
14842,1146
14844,1833
14847,120
14849,5656
14850,285
14851,325
14852,1747
14853,81
14854,1822
14855,267
14856,714
14857,455
14859,669
14860,230
14861,117
14862,772
14863,132
14865,108
14866,6569
14867,327
14868,1399
14869,549
14870,119
14871,185
14873,168
14875,554
14878,802
14880,373
14881,316
14882,158
14883,789
14885,724
14886,160
14887,1100
14888,184
14889,90
14890,51
14891,505
14893,799
14894,265
14895,4823
14896,279
14897,468
14898,1008
14901,659
14902,209
14903,1491
14904,1985
14905,274
14907,1686
14908,132
14910,221
14911,77180
14912,970
14913,1743
14915,105
14916,1132
14918,675
14920,509
14921,953
14923,418
14924,64
14929,136
14930,1166
14931,416
14932,80
14934,1041
14935,935
14936,4083
14937,483
14944,2801
14946,22
14947,179
14948,661
14950,135
14951,311
14952,3295
14953,225
14954,127
14957,34
14958,129
14959,491
14960,221
14961,3692
14962,44
14963,1176
14964,143
14965,365
14966,187
14967,140
14968,127
14970,250
14971,644
14972,28
14973,369
14974,44
14975,380
14976,230
14978,525
14981,97
14984,60
14985,260
14987,128
14988,141
14995,103
14997,1102
14998,270
15000,218
15002,862
15004,630
15005,4204
15006,302
15007,69
15009,642
15010,184
15012,231
15014,151
15016,76
15017,63
15018,188
15019,159
15021,829
15022,543
15023,2863
15024,920
15025,189
15026,285
15027,563
15028,459
15030,372
15031,401
15032,2668
15033,1692
15034,2411
15035,245
15036,327
15038,187
15039,9191
15041,104
15042,30
15043,300
15044,2786
15045,106
15046,3307
15047,222
15048,183
15049,63
15050,1184
15051,1011
15052,82
15053,986
15054,198
15057,668
15058,1069
15059,602
15060,263
15061,28590
15062,763
15063,56
15065,1355
15066,279
15067,954
15068,364
15069,520
15070,36
15071,269
15073,277
15074,455
15075,447
15076,571
15078,5069
15079,388
15081,188
15083,38
15087,470
15088,457
15089,1359
15090,208
15091,343
15092,135
15093,3733
15095,1077
15096,120
15097,170
15098,60
15099,343
15100,58
15101,239
15103,329
15104,635
15105,1211
15106,1144
15107,162
15108,497
15109,127
15110,240
15111,710
15113,2362
15114,3096
15115,157
15116,648
15117,1947
15118,1440
15119,88
15120,292
15121,199
15122,788
15123,1195
15124,233
15125,5991
15127,251
15128,1326
15129,1794
15130,197
15132,679
15133,680
15134,887
15135,41
15136,775
15139,208
15140,1567
15142,365
15143,150
15144,3026
15145,756
15146,1459
15147,363
15148,187
15149,128
15150,3633
15152,2694
15153,198
15154,97
15156,597
15157,2242
15158,198
15159,11394
15160,84
15163,186
15164,360
15165,160
15167,67
15168,52
15171,190
15172,1611
15174,145
15175,454
15178,30
15179,1907
15180,36
15181,542
15182,253
15184,223
15185,666
15186,215
15187,1869
15189,6035
15192,918
15193,144
15194,5648
15195,1404
15197,453
15198,120
15199,396
15201,962
15203,1753
15204,258
15205,377
15206,162
15208,314
15210,228
15211,240
15212,33
15213,270
15214,1254
15215,211
15216,28
15218,3329
15219,45
15220,1377
15221,25
15222,440
15223,98
15224,150
15225,226
15226,71
15227,750
15228,2252
15230,351
15232,686
15234,196
15235,1324
15236,269
15237,1071
15238,689
15239,591
15240,1361
15241,1815
15243,185
15244,405
15245,1784
15246,247
15247,160
15249,3557
15251,6084
15252,522
15253,864
15254,275
15255,489
15256,55
15257,45
15258,142
15260,861
15261,270
15262,73
15263,89
15264,265
15265,612
15266,18
15267,944
15269,26
15270,1459
15271,1257
15272,310
15274,619
15275,497
15276,64
15277,205
15279,185
15280,154
15281,1193
15286,55
15287,432
15288,775
15289,996
15290,4431
15291,2074
15292,56
15296,1757
15297,290
15298,2752
15299,2940
15300,292
15301,2768
15303,248
15304,100
15306,810
15307,37
15308,173
15311,37720
15312,513
15313,25
15314,313
15315,838
15316,100
15318,642
15319,175
15320,326
15321,1163
15322,365
15325,232
15326,386
15327,116
15329,476
15330,1312
15332,652
15333,344
15334,274
15335,80
15339,414
15341,812
15342,276
15343,84
15344,106
15345,78
15346,144
15347,130
15348,84
15349,327
15350,51
15351,732
15353,343
15355,45
15356,1673
15358,6927
15360,223
15361,336
15363,143
15364,493
15365,758
15366,621
15367,1055
15368,230
15369,-1
15370,828
15372,2924
15373,476
15374,126
15376,619
15379,2293
15380,374
15381,171
15382,4003
15384,593
15385,161
15386,446
15388,88
15389,400
15392,1265
15393,150
15394,910
15395,17
15396,122
15397,20
15398,767
15399,611
15400,360
15402,694
15405,193
15406,236
15407,558
15408,106
15410,1200
15411,528
15412,108
15414,443
15415,575
15416,2089
15417,284
15419,230
15421,500
15422,38
15423,101
15424,554
15426,663
15427,1013
15428,102
15429,369
15432,65
15433,399
15434,638
15435,54
15436,613
15437,79
15438,59
15440,197
15442,120
15443,1660
15444,764
15445,58
15447,85
15448,232
15449,810
15450,376
15452,283
15453,845
15454,86
15456,660
15457,132
15458,156
15460,109
15462,172
15463,106
15464,350
15465,1217
15466,246
15467,306
15468,150
15469,150
15471,266
15472,251
15473,552
15475,319
15478,585
15480,303
15482,2998
15483,295
15484,3136
15485,1306
15488,73
15489,593
15491,1624
15492,483
15493,555
15494,1148
15497,622
15498,6084
15500,572
15502,3823
15503,74
15504,33
15505,2348
15506,848
15507,162
15508,440
15510,2
15511,271
15512,68
15513,5545
15514,1791
15516,27
15517,293
15518,1262
15520,314
15521,1674
15522,573
15523,132
15524,4
15525,414
15526,24
15527,988
15528,123
15529,3489
15530,950
15531,1105
15532,508
15533,256
15535,129
15537,29
15539,410
15540,200
15541,49
15543,86
15544,3105
15545,163
15547,4032
15549,688
15550,295
15551,218
15552,60
15553,451
15554,74
15555,4410
15556,236
15557,219
15561,256
15562,39
15563,1460
15565,60
15567,223
15568,461
15569,666
15570,2058
15571,264
15572,1229
15573,363
15574,349
15576,404
15577,89
15578,52
15579,120
15581,286
15582,453
15584,312
15585,320
15587,312
15589,242
15590,-1
15592,354
15593,60
15594,982
15596,548
15597,276
15598,156
15599,718
15601,4978
15602,1001
15603,96
15604,159
15605,441
15606,720
15607,202
15608,714
15609,145
15610,66
15611,498
15612,52
15615,5493
15618,428
15619,136
15620,899
15621,463
15622,1552
15623,125
15624,357
15625,1166
15626,766
15628,1882
15630,799
15632,2049
15634,99
15636,284
15637,128
15638,-52
15639,323
15640,6572
15641,1562
15643,242
15644,557
15645,256
15646,388
15648,213
15649,192
15651,479
15652,208
15653,1200
15654,475
15655,319
15656,343
15657,24
15658,232
15659,111
15660,1037
15661,236
15663,106
15664,141
15665,1666
15667,240
15668,72
15669,339
15670,91
15671,1681
15673,1514
15674,1075
15675,527
15676,2231
15677,319
15678,184
15679,1170
15680,952
15681,556
15683,131
15687,1308
15689,84
15690,408
15691,72
15692,138
15694,1665
15695,212
15696,1022
15699,113
15700,328
15701,923
15703,66
15704,1028
15705,62
15706,305
15707,605
15708,1258
15709,121
15712,486
15713,149
15714,187
15716,744
15717,70
15719,2724
15720,281
15721,409
15722,1021
15723,87
15724,72
15725,221
15727,3065
15728,-34
15729,24
15730,683
15732,215
15733,62
15734,346
15737,584
15738,2967
15739,472
15740,152
15743,216
15744,120
15745,412
15746,130
15747,480
15748,51
15749,9014
15750,1779
15752,1973
15753,144
15754,197
15755,1397
15756,242
15757,491
15758,47
15759,60
15762,251
15763,268
15764,2036
15766,170
15768,243
15769,27660
15773,311
15774,87
15775,68
15776,138
15777,375
15780,220
15781,178
15782,863
15783,212
15785,1594
15786,3331
15787,540
15789,438
15790,114
15791,730
15793,552
15795,581
15796,859
15797,873
15799,955
15800,335
15801,562
15802,-1
15803,290
15804,2515
15805,3337
15806,602
15807,430
15808,1341
15809,251
15810,737
15811,1061
15812,922
15813,603
15814,1247
15815,1856
15819,1357
15820,128
15821,202
15822,375
15823,-283
15825,220
15826,962
15827,842
15829,996
15830,409
15831,1097
15832,465
15834,961
15835,439
15836,24
15837,189
15838,9007
15839,670
15840,394
15841,926
15843,27
15844,134
15845,1918
15847,449
15850,302
15852,48
15853,135
15854,939
15855,470
15856,10941
15857,308
15858,1167
15860,440
15861,2543
15862,585
15863,19
15864,1044
15865,368
15866,126
15867,2052
15869,175
15870,335
15872,212
15874,2506
15877,246
15880,187
15881,199
15882,266
15883,223
15885,111
15886,147
15888,60
15889,215
15891,442
15894,168
15895,94
15897,261
15898,568
15899,39
15900,221
15901,384
15903,2409
15904,84
15906,538
15907,509
15909,98
15910,1015
15912,185
15916,752
15917,42
15918,153
15919,545
15920,99
15921,166
15922,136
15923,122
15925,93
15930,139
15932,2311
15933,885
15935,115
15937,73
15938,240
15939,4725
15940,3
15942,232
